n,t_n,q_n,k_n,h_n,d_dot_n,T_n,W_n
268,22696.7267101181,0.3008206945,1.2330137591,0.2132990446,9.1305177874,29.7501600243,3.2878156264
269,22726.4768701424,0.2695488070,1.2312758286,0.2119929138,9.1304857747,5.0116161807,28.0389125255
270,22731.4884863231,0.2417154795,1.2330286539,0.2133188312,9.1305183273,30.4883555150,3.2914201463
271,22761.9768418381,0.2730151302,1.2312264141,0.2119551301,9.1304848393,5.0008459258,28.7762405930
272,22766.9776877639,0.2558078800,1.2329752970,0.2132765428,9.1305172897,29.7640614752,3.2892438107
273,22796.7417492391,0.2383801437,1.2312699633,0.2119934550,9.1304858032,5.2345104838,28.0402893950
274,22801.9762597229,0.3316269179,1.2330625568,0.2133314412,9.1305184498,30.2505782962,3.5202682906
275,22832.2268380191,0.2736213340,1.2312304482,0.2119583729,9.1304849188,5.0008411099,28.5391899143
276,22837.2276791290,0.2558632779,1.2329787717,0.2132794238,9.1305173600,29.9907206094,3.2892320610
277,22867.2183997385,0.3390076586,1.2313115351,0.2120105029,9.1304859639,5.0081066355,28.0855389685
278,22872.2265063740,0.3211925022,1.2330559799,0.2133281871,9.1305184302,30.2503231193,3.2947029989
279,22902.4768294933,0.2750959302,1.2312347283,0.2119615551,9.1304849959,5.0006995950,28.5389229845
280,22907.4775290883,0.2568657240,1.2329824001,0.2132821603,9.1305174264,29.9984467049,3.2891749040
281,22937.4759757932,0.3354467064,1.2313090208,0.2120091759,9.1304859629,5.0006296934,28.2822897739
282,22942.4766054866,0.3135072541,1.2330515920,0.2133260741,9.1305184104,30.2502798334,3.2876099213
283,22972.7268853200,0.2681364877,1.2312311281,0.2119599117,9.1304849614,5.0029163139,28.5390449091
284,22977.7298016339,0.2494071031,1.2329811494,0.2132824167,9.1305174358,29.9960948449,3.2897116183
285,23007.7258964788,0.3363208120,1.2313124141,0.2120116447,9.1304860164,5.0007048023,28.2793795357
286,23012.7266012812,0.3139031069,1.2330544772,0.2133282121,9.1305184612,30.2501759682,3.2876521080
287,23042.9767772494,0.2864592509,1.2312498462,0.2119713121,9.1304852229,5.0001456807,28.5384914724
288,23047.9769229301,0.2673697750,1.2329959292,0.2132907619,9.1305176302,29.9833522270,3.2887807407
289,23077.9602751570,0.3358752974,1.2313174257,0.2120152518,9.1304861092,5.0162363726,28.0667539281
290,23082.9765115296,0.3208680921,1.2330621852,0.2133327261,9.1305185425,30.4994390188,3.3028171318
291,23113.4759505484,0.3357047461,1.2312608536,0.2119725614,9.1304850570,5.0005558515,28.7829341604
292,23118.4765063999,0.3211502560,1.2330108962,0.2132942431,9.1305176015,29.7502372158,3.2873259094
293,23148.2267436157,0.2933229325,1.2312773551,0.2119913095,9.1304857049,5.0001357654,28.0389077041
294,23153.2268793811,0.2704213870,1.2330195751,0.2133082718,9.1305180555,30.4960037633,3.2886090683
295,23183.7228831444,0.3404468235,1.2312703448,0.2119795619,9.1304851862,5.0035179221,28.6391542065
296,23188.7264010665,0.3266995028,1.2330202799,0.2133009909,9.1305177373,29.7502824202,3.2898825464
297,23218.4766834867,0.3029320880,1.2312897945,0.2119996154,9.1304858884,5.0001354068,28.0384284225
298,23223.4768188935,0.2791175816,1.2330309902,0.2133158695,9.1305182330,30.2541190489,3.2883371225
299,23253.7309379424,0.2459998230,1.2312267864,0.2119601742,9.1304849797,5.2440874602,28.5397321339
300,23258.9750254026,0.3413684914,1.2330369739,0.2133114978,9.1305178829,29.7515515014,3.5272663522
301,23288.7265769040,0.3144141188,1.2313023477,0.2120072969,9.1304860405,5.0001929216,28.0388089563
302,23293.7267698255,0.2900193483,1.2330428375,0.2133230345,9.1305183937,30.4998173714,3.2880176141
303,23324.2265871969,0.3134746501,1.2312488699,0.2119670569,9.1304850511,5.0001414709,28.7862865414
304,23329.2267286679,0.2977990594,1.2329980781,0.2132883426,9.1305175327,29.7500609659,3.2879317798
305,23358.9767896338,0.2837174612,1.2312770107,0.2119927216,9.1304857550,5.0004853472,28.0391188951
306,23363.9772749810,0.2592319618,1.2330181677,0.2133091267,9.1305180836,30.4990497756,3.2889468129
307,23394.4763247566,0.3281243486,1.2312659816,0.2119781456,9.1304852510,5.0002972959,28.7849983418
308,23399.4766220525,0.3118521615,1.2330144215,0.2132988462,9.1305177515,29.7501381945,3.2875087227
309,23429.2267602470,0.2900952113,1.2312855535,0.2119982877,9.1304858828,5.0002200492,28.0386551307
310,23434.2269802961,0.2649139229,1.2330256577,0.2133139518,9.1305181981,30.4993547080,3.2887279662
311,23464.7263350041,0.3277721232,1.2312679483,0.2119795955,9.1304852891,5.0002934700,28.7852556582
312,23469.7266284741,0.3111933984,1.2330160816,0.2133001016,9.1305177843,29.7501728682,3.2875265271
313,23499.4768013423,0.2810498665,1.2312794200,0.2119948365,9.1304858106,5.0009347868,28.0388076809
314,23504.4777361291,0.2555696918,1.2330201633,0.2133110742,9.1305181329,30.4987640816,3.2891017711
315,23534.9765002107,0.3199658439,1.2312628993,0.2119767963,9.1304852635,5.0001943114,28.7855038688
316,23539.9766945221,0.3031305597,1.2330108691,0.2132972475,9.1305177380,29.7501620233,3.2877539982
317,23569.7268565455,0.2710480767,1.2312725769,0.2119910353,9.1304857271,5.0070990514,28.0390393631
318,23574.7339555969,0.2446814755,1.2330206139,0.2133130481,9.1305181853,30.4926327630,3.2904812836
319,23605.2265883599,0.3133813361,1.2312590594,0.2119747753,9.1304852420,5.0001490311,28.7797739575
320,23610.2267373910,0.2962889777,1.2330068372,0.2132951430,9.1305177018,29.7500864241,3.2879571850
321,23639.9768238152,0.2762193667,1.2312794302,0.2119953781,9.1304858294,5.0028200805,28.0389653280
322,23644.9796438957,0.2497317438,1.2330216105,0.2133128823,9.1305181795,30.4970547741,3.2895672630
323,23675.4766986698,0.3007408902,1.2312492364,0.2119690148,9.1304851388,5.0001001245,28.7843982884
324,23680.4767987943,0.2835315349,1.2329970109,0.2132894536,9.1305175830,29.7501242324,3.2883396538
325,23710.2269230267,0.2656866128,1.2312719411,0.2119911597,9.1304857343,5.0490272103,28.0393093062
326,23715.2759502371,0.2496720345,1.2330437535,0.2133298867,9.1305185946,30.4507485776,3.2947857950
327,23745.7266988147,0.3007218404,1.2312514942,0.2119706584,9.1304851794,5.0001014896,28.7383868343
328,23750.7268003043,0.2831890787,1.2329989445,0.2132908905,9.1305176185,29.7514899591,3.2883437020
329,23780.4782902634,0.2514380188,1.2312627188,0.2119861885,9.1304856195,5.2471704855,28.0395314061
330,23785.7254607489,0.3403829404,1.2330698277,0.2133359991,9.1305184907,30.2512911939,3.5309143437
331,23815.9767519428,0.2917032699,1.2312455035,0.2119673859,9.1304851175,5.0000960941,28.5392808379
332,23820.9768480369,0.2739397966,1.2329928107,0.2132875785,9.1305175473,29.7676614327,3.2886120977
333,23850.7445094696,0.2371757166,1.2312740266,0.2119970860,9.1304858931,5.2317815988,28.0408680817
334,23855.9762910684,0.3307274268,1.2330629903,0.2133322231,9.1305184750,30.2504466308,3.5176365400
335,23886.2267376992,0.2943786558,1.2312502702,0.2119705844,9.1304851915,5.0000958958,28.5385102811
336,23891.2268335950,0.2762397613,1.2329971744,0.2132905046,9.1305176166,29.7513857366,3.2885369904
337,23920.9782193316,0.2516982481,1.2312671670,0.2119893670,9.1304856978,5.2473717514,28.0394859572
338,23926.2255910830,0.3398517671,1.2330735362,0.2133387154,9.1305185619,30.2511591863,3.5313414817
339,23956.4767502693,0.2920318394,1.2312496334,0.2119701998,9.1304851864,5.0000993761,28.5389959234
340,23961.4768496455,0.2737174745,1.2329963883,0.2132900399,9.1305176076,29.7700860922,3.2886075532
341,23991.2469357377,0.2362109217,1.2312800775,0.2120014969,9.1304860022,5.2293890632,28.0410070579
342,23996.4763248009,0.3296549966,1.2330654490,0.2133338750,9.1305185223,30.4140194087,3.5153420786
343,24026.8903442095,0.3041178369,1.2312515442,0.2119701926,9.1304851591,5.0858324979,28.5445106960
344,24031.9761767074,0.3335922019,1.2330176551,0.2132975440,9.1305176080,29.7503973186,3.3714375668
345,24061.7265740260,0.3146464221,1.2312921078,0.2119993958,9.1304858446,5.0001843279,28.0380982778
346,24066.7267583539,0.2923639893,1.2330346830,0.2133164465,9.1305182291,30.2508988188,3.2879888751
347,24096.9776571726,0.2543193323,1.2312222833,0.2119553793,9.1304848580,5.1619323892,28.5395283007
348,24102.1395895618,0.3052571906,1.2330204590,0.2133043093,9.1305179049,29.8367975285,3.3045173230
349,24131.9763870903,0.3258080221,1.2313055701,0.2120081280,9.1304860053,5.0003102383,28.1232522957
350,24136.9766973286,0.3027646695,1.2330472427,0.2133245332,9.1305184050,30.2502401712,3.2877104650
351,24167.2269374998,0.2649178130,1.2312334788,0.2119622480,9.1304850214,5.0065944119,28.5390029217
352,24172.2335319118,0.2449996799,1.2329872431,0.2132878054,9.1305175689,29.9930223731,3.2904221878
353,24202.2265542849,0.3162378695,1.2312986628,0.2120041310,9.1304859549,5.0002011660,28.2800940804
354,24207.2267554509,0.2929440987,1.2330402171,0.2133205271,9.1305183277,30.2551924999,3.2879560438
355,24237.4819479508,0.2448031555,1.2312236181,0.2119577168,9.1304849195,5.2432515279,28.5396920475
356,24242.7251994787,0.3410649111,1.2330332881,0.2133085212,9.1305178131,29.7514783839,3.5265981841
357,24272.4766778625,0.3036879329,1.2312896360,0.2119991184,9.1304858741,5.0001365296,28.0393684590
358,24277.4768143921,0.2800745691,1.2330310199,0.2133154874,9.1305182226,30.3718602077,3.2883138265
359,24307.8486745998,0.2839345952,1.2312570002,0.2119776152,9.1304853820,5.1275100704,28.5426061988
360,24312.9761846702,0.3334304344,1.2330286814,0.2133061953,9.1305178205,29.7503913048,3.4131198434
361,24342.7265759750,0.3144922214,1.2313020872,0.2120069733,9.1304860322,5.0001930617,28.0378395439
362,24347.7267690367,0.2901851834,1.2330426621,0.2133227644,9.1305183869,30.4999943815,3.2880146050
363,24378.2267634182,0.2893820996,1.2312269035,0.2119538831,9.1304847883,5.0000844985,28.7873559461
364,24383.2268479167,0.2739402072,1.2329765547,0.2132755864,9.1305172545,29.7527489293,3.2886579392
365,24412.9795968460,0.2481151281,1.2312490062,0.2119769536,9.1304853930,5.2459697815,28.0404003042
366,24418.2255666275,0.3399514310,1.2330572496,0.2133272367,9.1305182807,30.2507827964,3.5298972728
367,24448.4763494239,0.3272529591,1.2312669552,0.2119793628,9.1304852866,5.0002837173,28.5371495049
368,24453.4766331413,0.3107008728,1.2330151244,0.2132998933,9.1305177809,29.7501179452,3.2875392434
369,24483.2267510865,0.2919165161,1.2312888260,0.2120007874,9.1304859413,5.0001942054,28.0385584608
370,24488.2269452919,0.2662970777,1.2330284519,0.2133161353,9.1305182504,30.4996312875,3.2886745070
371,24518.7265765794,0.3143992802,1.2312568942,0.2119733934,9.1304852039,5.0001527418,28.7864132107
372,24523.7267293212,0.2976952347,1.2330050551,0.2132939988,9.1305176710,29.7501558509,3.2879201526
373,24553.4768851721,0.2681868511,1.2312693598,0.2119894052,9.1304856892,5.0124610425,28.0391828425
374,24558.4893462147,0.2412514655,1.2330242563,0.2133167894,9.1305182776,30.4873892063,3.2916030033
375,24588.9767354209,0.2947785546,1.2312416272,0.2119647148,9.1304850459,5.0000893590,28.7752158948
376,24593.9768247799,0.2778782966,1.2329897666,0.2132854175,9.1305174908,29.7512429151,3.2885132522
377,24623.7280676950,0.2522850717,1.2312592827,0.2119842403,9.1304855711,5.2469378978,28.0396504547
378,24628.9750055928,0.3414204098,1.2330670207,0.2133345124,9.1305184445,30.2516928639,3.5301647761
379,24659.2266984566,0.3007736787,1.2312502474,0.2119704821,9.1304851750,5.0001011550,28.5396097584
380,24664.2267996116,0.2833463221,1.2329978055,0.2132907788,9.1305176156,29.7501949878,3.2883410241
381,24693.9769945994,0.2627518685,1.2312701975,0.2119909150,9.1304857302,5.1534399770,28.0393034864
382,24699.1304345764,0.3009063836,1.2330596188,0.2133349058,9.1305186627,30.3463854647,3.3040157808
383,24729.4768200411,0.2769209199,1.2312305857,0.2119589384,9.1304849295,5.0004326052,28.6344216919
384,24734.4772526463,0.2594616208,1.2329787007,0.2132797714,9.1305173667,29.9419640592,3.2890783232
385,24764.4192167055,0.3177855892,1.2313032244,0.2120082752,9.1304860504,5.0572147656,28.0461851528
386,24769.4764314710,0.3253407369,1.2330570789,0.2133293429,9.1305184372,30.2503188367,3.3435494862
387,24799.7267503077,0.2920226480,1.2312473486,0.2119695341,9.1304851700,5.0000977760,28.5385099169
388,24804.7268480837,0.2739351921,1.2329943327,0.2132895150,9.1305175946,29.7691244870,3.2886057173
389,24834.4959725707,0.2365850993,1.2312769614,0.2120001289,9.1304859683,5.2303392687,28.0409734961
390,24839.7263118393,0.3300807531,1.2330637731,0.2133336065,9.1305185130,30.2504361348,3.5162549304
391,24869.9767479741,0.2924726861,1.2312497715,0.2119711167,9.1304852082,5.0000990067,28.5384918652
392,24874.9768469808,0.2740953200,1.2329964616,0.2132909086,9.1305176285,29.7679832386,3.2885951688
393,24904.7448302194,0.2370468031,1.2312775956,0.2120002872,9.1304859721,5.2314844237,28.0408491775
394,24909.9763146431,0.3299913113,1.2330654870,0.2133346766,9.1305185397,30.2505472429,3.5174020962
395,24940.2268618860,0.2703798672,1.2312313000,0.2119601229,9.1304849649,5.0017864170,28.5388130731
396,24945.2286483031,0.2519567014,1.2329801600,0.2132816832,9.1305174169,29.9972070466,3.2894708744
397,24975.2258553497,0.3367061549,1.2313110356,0.2120109674,9.1304859963,5.0007385098,28.2801888964
398,24980.2265938595,0.3145791220,1.2330533754,0.2133277037,9.1305184463,30.4733645829,3.2876620520
399,25010.6999584424,0.3315431280,1.2312615584,0.2119745223,9.1304851381,5.0263511366,28.5553558398
400,25015.7263095789,0.3301134553,1.2330167631,0.2132981405,9.1305176467,29.7502489329,3.3124072763
401,25045.4765585119,0.3159063679,1.2312954675,0.2120024391,9.1304859145,5.0001961828,28.0378682190
402,25050.4767546947,0.2930897511,1.2330375006,0.2133191360,9.1305182935,30.2530042756,3.2879598010
403,25080.7297589703,0.2477895351,1.2312208553,0.2119558700,9.1304848728,5.2401776299,28.5395899222
404,25085.9699366002,0.3409214811,1.2330318902,0.2133082110,9.1305178069,29.7565939247,3.5254775332
405,25115.7265305249,0.3179892260,1.2313001816,0.2120057294,9.1304859867,5.0002163760,28.0437781146
406,25120.7267469009,0.2945868641,1.2330416090,0.2133220305,9.1305183614,30.2509340658,3.2879097111
407,25150.9776809667,0.2541778494,1.2312264748,0.2119590739,9.1304849492,5.1796275501,28.5392562528
408,25156.1573085168,0.3136572093,1.2330270849,0.2133085506,9.1305179821,29.8191260109,3.3119155108
409,25185.9764345277,0.3236566330,1.2313073861,0.2120101702,9.1304860680,5.0002822933,28.1057167166
410,25190.9767168210,0.2998044872,1.2330482904,0.2133261043,9.1305184503,30.4192211229,3.2877712162
411,25221.3959379439,0.3067976623,1.2312623475,0.2119786658,9.1304853605,5.0803034133,28.5444957113
412,25226.4762413573,0.3320846089,1.2330261381,0.2133048243,9.1305177967,29.7504244317,3.3661065825
413,25256.2266657890,0.3052463047,1.2312924901,0.2120014444,9.1304859271,5.0001432308,28.0383297825
414,25261.2268090197,0.2812579687,1.2330334886,0.2133175593,9.1305182719,30.4317355749,3.2882722162
415,25291.6585445946,0.3127696115,1.2312666284,0.2119810038,9.1304853980,5.0677279341,28.5453657304
416,25296.7262725288,0.3312411532,1.2330278926,0.2133062386,9.1305178370,29.7504142366,3.3536318012
417,25326.4766867654,0.3024841172,1.2312923198,0.2120016295,9.1304859392,5.0001373269,28.0383718845
418,25331.4768240923,0.2780605472,1.2330329227,0.2133175140,9.1305182742,30.4983557533,3.2883546784
419,25361.9751798457,0.3397098995,1.2312746896,0.2119830150,9.1304852787,5.0012753301,28.7764578206
420,25366.9764551757,0.3241183005,1.2330234226,0.2133037890,9.1305178198,29.7502811000,3.2878207651
421,25396.7267362757,0.2946738841,1.2312873005,0.2119988611,9.1304858886,5.0001486747,28.0385030763
422,25401.7268849504,0.2699495019,1.2330277221,0.2133146850,9.1305182124,30.4991761256,3.2885835604
423,25432.2260610761,0.3342483975,1.2312716480,0.2119814091,9.1304852874,5.0004905451,28.7834980810
424,25437.2265516212,0.3180278498,1.2330200271,0.2133020266,9.1305178056,29.7502220408,3.2874001653
425,25466.9767736620,0.2872772617,1.2312827560,0.2119964084,9.1304858409,5.0003072438,28.0386616306
426,25471.9770809058,0.2622235423,1.2330231132,0.2133122629,9.1305181585,30.4992673407,3.2888210147
427,25502.4763482466,0.3272963033,1.2312673755,0.2119790941,9.1304852797,5.0002844282,28.7852629494
428,25507.4766326748,0.3107505841,1.2330155486,0.2132996297,9.1305177743,29.7502156897,3.2875379381
429,25537.2268483645,0.2721113171,1.2312712695,0.2119898696,9.1304856974,5.0051817317,28.0390197101
430,25542.2320300962,0.2464461507,1.2330174008,0.2133103131,9.1305181179,30.4945057271,3.2900912447
431,25572.7265358233,0.3175768336,1.2312608646,0.2119755653,9.1304852442,5.0001747939,28.7814861385
432,25577.7267106172,0.3007389710,1.2330088572,0.2132960456,9.1305177143,29.7501372567,3.2878258748
433,25607.4768478738,0.2721821974,1.2312738279,0.2119917921,9.1304857448,5.0057157034,28.0390562095
434,25612.4825635772,0.2459088732,1.2330200785,0.2133124127,9.1305181694,30.4938685647,3.2901942885
435,25642.9764321419,0.3237395264,1.2312687806,0.2119805815,9.1304853374,5.0002368437,28.7803453137
436,25647.9766689857,0.3065536902,1.2330163515,0.2133007537,9.1305178145,29.7506206653,3.2876511977
437,25677.7272896510,0.2573887882,1.2312627577,0.2119854282,9.1304855979,5.2230173871,28.0391835048
438,25682.9503070381,0.3331407602,1.2330657590,0.2133341275,9.1305185047,30.2762494371,3.4892957187
439,25713.2265564751,0.3160359253,1.2312638266,0.2119778509,9.1304853072,5.0001674950,28.5634521892
440,25718.2267239701,0.2986019590,1.2330112330,0.2132979657,9.1305177660,29.7502216353,3.2878824248
441,25747.9769456054,0.2645824643,1.2312710013,0.2119905014,9.1304857188,5.0918040835,28.0390483562
442,25753.0687496889,0.2708428611,1.2330500501,0.2133313942,9.1305186196,30.4078167740,3.2966898678
443,25783.4765664629,0.3152432774,1.2312647298,0.2119784448,9.1304853252,5.0001634589,28.6948661183
444,25788.4767299218,0.2975992688,1.2330119321,0.2132984347,9.1305177795,29.7501939000,3.2879095428
445,25818.2269238218,0.2656451519,1.2312734291,0.2119919487,9.1304857538,5.0635380032,28.0389834703
446,25823.2904618250,0.2568705747,1.2330473876,0.2133312184,9.1305186240,30.4362776063,3.2953248856
447,25853.7267394313,0.2940606911,1.2312467004,0.2119676404,9.1304851195,5.0000929816,28.7239367325
448,25858.7268324129,0.2764463971,1.2329941299,0.2132878988,9.1305175528,29.7581237870,3.2885413730
449,25888.4849561999,0.2422218187,1.2312644596,0.2119886506,9.1304856836,5.2412116854,28.0401242878
450,25893.7261678853,0.3338161406,1.2330649489,0.2133329668,9.1305184714,30.2505268196,3.5266723213
451,25923.9766947049,0.3013245773,1.2312556947,0.2119734023,9.1304852457,5.0001052082,28.5383862640
452,25928.9767999131,0.2832821336,1.2330026282,0.2132933026,9.1305176773,29.9035744600,3.2883312061
453,25958.8803743731,0.2993720549,1.2313000189,0.2120073793,9.1304860887,5.0960278386,28.0437143504
454,25963.9764022117,0.3266841436,1.2330603551,0.2133304548,9.1305184568,30.2503395131,3.3822547304
455,25994.2267417248,0.2936446851,1.2312507482,0.2119707020,9.1304851958,5.0000969315,28.5384852413
456,25999.2268386564,0.2753788741,1.2329975327,0.2132905519,9.1305176186,29.7520082284,3.2885597317
457,26028.9788468848,0.2497767837,1.2312672671,0.2119893796,9.1304856989,5.2469832240,28.0395183730
458,26034.2258301087,0.3383427482,1.2330731363,0.2133382812,9.1305185648,30.2508318947,3.5314727835
459,26064.4766620034,0.3056860021,1.2312630728,0.2119780119,9.1304853477,5.0001209989,28.5383160145
460,26069.4767830023,0.2871224027,1.2330094435,0.2132975298,9.1305177754,29.9997146399,3.2882073913
461,26099.4764976422,0.3201535347,1.2312942401,0.2119994865,9.1304858225,5.0002273667,28.2859707368
462,26104.4767250090,0.2984557764,1.2330373268,0.2133168285,9.1305182268,30.2500761352,3.2878297836
463,26134.7268011442,0.2810536201,1.2312426915,0.2119662073,9.1304851042,5.0002684885,28.5389555585
464,26139.7270696326,0.2624318796,1.2329894214,0.2132861183,9.1305175201,29.9990255696,3.2889482611
465,26169.7260952022,0.3337289581,1.2313095996,0.2120092817,9.1304859794,5.0005313347,28.2836299321
466,26174.7266265369,0.3114283691,1.2330518570,0.2133259997,9.1305184159,30.4092933167,3.2875959114
467,26205.1359198536,0.3019999997,1.2312545956,0.2119725928,9.1304852240,5.0902692336,28.5439919568
468,26210.2261890872,0.3333271644,1.2330210216,0.2132998966,9.1305176675,29.7504180889,3.3759096498
469,26239.9766071761,0.3116760357,1.2312926758,0.2119999558,9.1304858697,5.0001681192,28.0382077132
470,26244.9767752953,0.2888419871,1.2330347378,0.2133167030,9.1305182410,30.2501011217,3.2880786522
471,26275.2268764170,0.2689109207,1.2312375754,0.2119644221,9.1304850721,5.0029983345,28.5391327363
472,26280.2298747514,0.2492847953,1.2329868046,0.2132864357,9.1305175340,29.9966897056,3.2897182997
473,26310.2265644571,0.3154363010,1.2312983205,0.2120036285,9.1304859458,5.0001951084,28.2837439805
474,26315.2267595654,0.2921271482,1.2330398681,0.2133200274,9.1305183169,30.2621726050,3.2879782711
475,26345.4889321704,0.2397375978,1.2312290120,0.2119623279,9.1304850348,5.2369296022,28.5403457956
476,26350.7258617725,0.3380354352,1.2330308415,0.2133067881,9.1305177984,29.7506264151,3.5215523285
477,26380.4764881877,0.3207397736,1.2313057412,0.2120085014,9.1304860421,5.0002463471,28.0376488845
478,26385.4767345348,0.2968357126,1.2330466325,0.2133244516,9.1305184162,30.2513162091,3.2878435938
479,26415.7280507439,0.2523252630,1.2312279856,0.2119594187,9.1304849586,5.2109067408,28.5392506997
480,26420.9389574847,0.3281749328,1.2330338223,0.2133104094,9.1305179585,29.7876774414,3.3904726751
481,26450.7266349261,0.3088462190,1.2312963318,0.2120028950,9.1304859519,5.0001583668,28.0750876625
482,26455.7267932929,0.2848313827,1.2330372597,0.2133189472,9.1305183014,30.4934444203,3.2881699419
483,26486.2202377132,0.3396370443,1.2312740956,0.2119817895,9.1304852491,5.0061619507,28.6166958819
484,26491.2263996639,0.3267631758,1.2330241195,0.2133031429,9.1305177894,29.7503126008,3.2925123816
485,26520.9767122647,0.2987112827,1.2312893503,0.2119991006,9.1304858860,5.0001330206,28.0384431375
486,26525.9768452853,0.2743779192,1.2330300866,0.2133150974,9.1305182188,30.3586817742,3.2884626294
487,26556.3355270595,0.2774888607,1.2312590888,0.2119795600,9.1304854378,5.1406639253,28.5422730821
488,26561.4761909848,0.3332947527,1.2330324882,0.2133085035,9.1305178779,29.7505074841,3.4262872774
489,26591.2266984689,0.3008148984,1.2312932139,0.2120016087,9.1304859429,5.0001364290,28.0384085056
490,26596.2268348979,0.2760503082,1.2330335000,0.2133173100,9.1305182712,30.4574940729,3.2884051438
491,26626.6843289707,0.3246754090,1.2312743034,0.2119839968,9.1304854164,5.0420010766,28.5491834333
492,26631.7263300474,0.3294472790,1.2330305246,0.2133074163,9.1305178775,29.7504038623,3.3280947296
493,26661.4767339097,0.2950966250,1.2312895979,0.2119995393,9.1304859045,5.0001491370,28.0384980832
494,26666.4768830467,0.2701111271,1.2330297546,0.2133151994,9.1305182248,30.4942762349,3.2885730644
495,26696.9711592816,0.3399547474,1.2312798517,0.2119857905,9.1304853448,5.0052600223,28.6231717430
496,26701.9764193039,0.3258897869,1.2330289342,0.2133065850,9.1305178785,29.7503850432,3.2916650062
497,26731.7268043472,0.2803670008,1.2312778380,0.2119926465,9.1304857574,5.0009839154,28.0387607931
498,26736.7277882626,0.2552810907,1.2330190302,0.2133091829,9.1305180869,30.4982114942,3.2891265278
499,26767.2259997568,0.3351182302,1.2312760888,0.2119835667,9.1304853336,5.0005452670,28.7821658844
500,26772.2265450239,0.3185228640,1.2330240592,0.2133039188,9.1305178497,29.7502485314,3.2874185374
501,26801.9767935553,0.2828285503,1.2312819848,0.2119953594,9.1304858213,5.0006829006,28.0386513999
502,26806.9774764559,0.2573061634,1.2330223622,0.2133113204,9.1305181381,30.4992245549,3.2890103483
503,26837.4767010108,0.3003905762,1.2312458906,0.2119656671,9.1304850571,5.0000970006,28.7867535630
504,26842.4767980114,0.2837066279,1.2329941924,0.2132864497,9.1305175094,29.7504707056,3.2883443560
505,26872.2272687171,0.2576295567,1.2312623069,0.2119843371,9.1304855709,5.2179914338,28.0395122208
506,26877.4452601509,0.3309682398,1.2330645627,0.2133328420,9.1305184885,30.2814489673,3.4522138016
507,26907.7267091182,0.2991606046,1.2312478491,0.2119675803,9.1304851072,5.0000962990,28.5693029165
508,26912.7268054171,0.2820241004,1.2329957084,0.2132880853,9.1305175514,29.7507653628,3.2883859110
509,26942.4775707799,0.2549252871,1.2312630322,0.2119854537,9.1304855998,5.2434931205,28.0395051685
510,26947.7210639004,0.3413370338,1.2330698523,0.2133354421,9.1305184680,30.2555431110,3.5282866246
511,26977.9766070114,0.3116623760,1.2312618525,0.2119764368,9.1304852894,5.0001426685,28.5429404997
512,26982.9767496800,0.2940263010,1.2330090972,0.2132964768,9.1305177386,29.7505155803,3.2880170398
513,27012.7272652603,0.2576752474,1.2312671502,0.2119880708,9.1304856630,5.2282081488,28.0392309424
514,27017.9554734091,0.3353142219,1.2330704117,0.2133366693,9.1305185504,30.2712710540,3.5231279270
515,27048.2267444631,0.2931316483,1.2312466565,0.2119674993,9.1304851177,5.0000938286,28.5591216960
516,27053.2268382918,0.2754350020,1.2329940126,0.2132877175,9.1305175493,29.7609148592,3.2885694778
517,27082.9877531509,0.2404279771,1.2312674453,0.2119909801,9.1304857416,5.2384689660,28.0403637963
518,27088.2262221169,0.3325984897,1.2330646008,0.2133326412,9.1305184723,30.2506349358,3.5241006058
519,27118.4768570527,0.2709414978,1.2312290646,0.2119574949,9.1304848995,5.0014429478,28.5392345494
520,27123.4783000005,0.2530476485,1.2329780130,0.2132790559,9.1305173523,29.9894341499,3.2893967237
521,27153.4677341504,0.3387629257,1.2313125170,0.2120110610,9.1304859800,5.0087734444,28.0808812707
522,27158.4765075948,0.3211157037,1.2330569288,0.2133286921,9.1305184428,30.2503893229,3.2953699225
523,27188.7268969177,0.2672540839,1.2312286423,0.2119578735,9.1304849118,5.0032696982,28.5390568989
524,27193.7301666159,0.2487954963,1.2329794001,0.2132809142,9.1305173994,29.9780791226,3.2897859283
525,27223.7082457385,0.3350514152,1.2313143695,0.2120131039,9.1304860631,5.0182537827,28.0573942192
526,27228.7264995212,0.3216247974,1.2330600739,0.2133310725,9.1305184985,30.2502919430,3.3048053931
527,27258.9767914642,0.2832654506,1.2312454921,0.2119682581,9.1304851520,5.0002012090,28.5386595184
528,27263.9769926732,0.2644667357,1.2329919529,0.2132879749,9.1305175641,29.9957937177,3.2888773867
529,27293.9727863909,0.3404615017,1.2313172317,0.2120142772,9.1304860429,5.0037457698,28.1569788083
530,27298.9765321607,0.3194786131,1.2330597942,0.2133309862,9.1305185064,30.2503916622,3.2904120735
531,27329.2269238229,0.2656038148,1.2312311684,0.2119598200,9.1304849610,5.0051422398,28.5389358888
532,27334.2320660627,0.2463753790,1.2329836533,0.2132843001,9.1305174829,29.9942113730,3.2901458692
533,27364.2262774357,0.3296500289,1.2313083724,0.2120090489,9.1304860036,5.0003896389,28.2799739834
534,27369.2266670747,0.3068258797,1.2330501959,0.2133255247,9.1305184185,30.2507284162,3.2876348379
535,27399.4773954908,0.2562809860,1.2312254003,0.2119568065,9.1304848923,5.1171271397,28.5391372126
