n,t_n,q_n,k_n,h_n,d_dot_n,T_n,W_n
268,22639.9848491823,0.2436859676,1.2357598017,0.2139735203,9.1305342655,28.9917838819,3.2904273463
269,22668.9766330642,0.3088570606,1.2341665339,0.2127618372,9.1305046165,5.0003682077,27.2791228096
270,22673.9770012719,0.2640306680,1.2358811424,0.2140611341,9.1305363831,31.0042348305,3.2882718534
271,22704.9812361024,0.2452939874,1.2339468007,0.2126053656,9.1305008602,5.0684583045,29.2893388001
272,22710.0496944069,0.2610875114,1.2357301761,0.2139490599,9.1305336641,28.4268467182,3.2906407893
273,22738.4765411251,0.3170671659,1.2341953047,0.2127828977,9.1305051017,5.7405170123,26.7144326742
274,22744.2170581373,0.3396768886,1.2358688298,0.2140414985,9.1305356648,29.7596304296,4.0278759434
275,22773.9766885670,0.3019585040,1.2340845880,0.2127009491,9.1305031430,5.0001147025,28.0474115016
276,22778.9768032694,0.2822558564,1.2358234612,0.2140152904,9.1305352544,29.7503288200,3.2883131849
277,22808.7271320894,0.2593149368,1.2340565963,0.2126858731,9.1305028297,5.0679030473,28.0395901622
278,22813.7950351367,0.2588742721,1.2358304764,0.2140243542,9.1305354935,29.9311274874,3.2948746047
279,22843.7261626241,0.3322292866,1.2340978773,0.2127067843,9.1305031464,5.0004283488,28.2162772494
280,22848.7265909729,0.3145694986,1.2358384354,0.2140220092,9.1305353448,29.7501227354,3.2874540452
281,22878.4767137083,0.2981994840,1.2340775898,0.2126963413,9.1305030390,5.0001038510,28.0387254314
282,22883.4768175593,0.2791001421,1.2358171004,0.2140111091,9.1305351565,29.7503898894,3.2884178456
283,22913.2272074486,0.2581516052,1.2340525307,0.2126832248,9.1305027654,5.0922428391,28.0397795901
284,22918.3194502878,0.2709287250,1.2358309500,0.2140231930,9.1305354574,29.9067805383,3.2958854257
285,22948.2262308260,0.3306694964,1.2340936162,0.2127041194,9.1305030924,5.0003731598,28.1924076152
286,22953.2266039858,0.3133781120,1.2358345787,0.2140196138,9.1305352910,29.7501588157,3.2874656513
287,22982.9767628015,0.2892710231,1.2340670254,0.2126900610,9.1305029022,5.0001115782,28.0391456659
288,22987.9768743797,0.2706103931,1.2358070768,0.2140052241,9.1305350215,29.7662217637,3.2886762285
289,23017.7430961434,0.2375083025,1.2340536511,0.2126879027,9.1305028881,5.2329035951,28.0416426730
290,23022.9759997385,0.3363283013,1.2358433526,0.2140233958,9.1305352543,29.2510339069,3.5178731021
291,23052.2270336454,0.2614141571,1.2340972113,0.2127166008,9.1305035823,5.2138896093,27.5389263405
292,23057.4409232547,0.3288609477,1.2358886674,0.2140581004,9.1305361506,30.2856317860,3.4146611949
293,23087.7265550407,0.3158846442,1.2340500851,0.2126732756,9.1305024176,5.0001412794,28.5730330679
294,23092.7266963201,0.3025901922,1.2357952929,0.2139916011,9.1305346434,29.2501376043,3.2877927776
295,23121.9768339244,0.2740982531,1.2340945569,0.2127129683,9.1305034834,5.0039702274,27.5396521274
296,23126.9808041518,0.2476663100,1.2358319117,0.2140271836,9.1305355670,30.4946453645,3.2897873913
297,23157.4754495162,0.3387544656,1.2340584805,0.2126768084,9.1305023553,5.0009373996,28.7730924253
298,23162.4763869158,0.3270469904,1.2358049091,0.2139957647,9.1305346481,29.2503907128,3.2872972956
299,23191.7267776286,0.2861396692,1.2340932991,0.2127108594,9.1305034173,5.0002885819,27.5396366809
300,23196.7270662105,0.2622948602,1.2358284408,0.2140229588,9.1305354577,29.9989367698,3.2888265122
301,23226.7260029803,0.3348755974,1.2341109337,0.2127168229,9.1305033719,5.0005769119,28.2828039093
302,23231.7265798921,0.3155419357,1.2358497374,0.2140309003,9.1305355569,29.7501840155,3.2875096158
303,23261.4767639076,0.2890550547,1.2340785880,0.2126986446,9.1305031131,5.0001367055,28.0386535243
304,23266.4769006132,0.2684981679,1.2358167797,0.2140126321,9.1305352029,29.7513466772,3.2886999549
305,23296.2282472903,0.2513354307,1.2340562937,0.2126871134,9.1305028641,5.2356567618,28.0397787761
306,23301.4639040522,0.3384670924,1.2358583965,0.2140339147,9.1305354916,29.7625292800,3.5246825742
307,23331.2264333322,0.3234629029,1.2340949945,0.2127060463,9.1305031851,5.0002457971,28.0493285931
308,23336.2266791293,0.3050011691,1.2358348816,0.2140209013,9.1305353486,29.7501122404,3.2876687942
309,23365.9767913697,0.2830266925,1.2340687448,0.2126919739,9.1305029583,5.0002332200,28.0391243430
310,23370.9770245897,0.2632913593,1.2358079139,0.2140066298,9.1305350607,29.7630561880,3.2888794312
311,23400.7400807777,0.2389199927,1.2340571663,0.2126898734,9.1305029361,5.2359240461,28.0408357328
312,23405.9760048237,0.3362672658,1.2358496398,0.2140277073,9.1305353595,29.7505476152,3.5209008095
313,23435.7265524389,0.3161178113,1.2340852621,0.2126999947,9.1305030723,5.0001727864,28.0381677862
314,23440.7267252254,0.2981355342,1.2358257174,0.2140152576,9.1305352280,29.7501004324,3.2878718055
315,23470.4768256577,0.2755618796,1.2340595970,0.2126865197,9.1305028331,5.0007582019,28.0395102610
316,23475.4775838597,0.2562453579,1.2357998567,0.2140019875,9.1305349519,29.9809105721,3.2891612483
317,23505.4584944317,0.3349107738,1.2340942886,0.2127046039,9.1305030717,5.0178867207,28.0571378975
318,23510.4763811524,0.3273131428,1.2358395682,0.2140219064,9.1305352813,29.7503690817,3.3041392485
319,23540.2267502341,0.2917734874,1.2340619040,0.2126864602,9.1305028095,5.0000946531,28.0393259724
320,23545.2268448872,0.2741390078,1.2358029424,0.2140022332,9.1305349459,29.4992175458,3.2885929701
321,23574.7260624330,0.3340571792,1.2341447461,0.2127426047,9.1305040111,5.0005949665,27.7834648861
322,23579.7266573995,0.3077690201,1.2358766434,0.2140523224,9.1305361034,30.2501819480,3.2876733705
323,23609.9768393475,0.2731324547,1.2340277165,0.2126626900,9.1305022508,5.0005045539,28.5390504166
324,23614.9773439014,0.2581931435,1.2357720665,0.2139807423,9.1305344351,29.4554885686,3.2891515662
325,23644.4328324700,0.3238189620,1.2341323180,0.2127347288,9.1305038868,5.0436482511,27.5478600528
326,23649.4764807212,0.3225162235,1.2358754192,0.2140492697,9.1305359718,30.2501996490,3.3300937781
327,23679.7266803701,0.3030394452,1.2340410068,0.2126686632,9.1305023480,5.0000902309,28.5384836345
328,23684.7267706010,0.2895116125,1.2357860796,0.2139869679,9.1305345568,29.2505310457,3.2882079222
329,23713.9773016467,0.2570246283,1.2340823329,0.2127066435,9.1305033405,5.2294195225,27.5400616485
330,23719.2067211692,0.3356101925,1.2358793889,0.2140507819,9.1305359251,30.2697802887,3.5228731120
331,23749.4765014579,0.3196251071,1.2340437522,0.2126688778,9.1305022927,5.0001586399,28.5571976280
332,23754.4766600979,0.3073607726,1.2357899858,0.2139878445,9.1305345393,28.7553533558,3.2876430198
333,23783.2320134537,0.2445879612,1.2341327960,0.2127464378,9.1305043218,5.2445472654,27.0395156924
334,23788.4765607191,0.3171628693,1.2359117868,0.2140774183,9.1305366794,31.0000634206,3.5307389970
335,23819.4766241397,0.3096222559,1.2339821191,0.2126235956,9.1305012219,5.0000700138,29.2874273686
336,23824.4766941535,0.3028390044,1.2357340965,0.2139463784,9.1305335445,28.2502155116,3.2878616568
337,23852.7269096651,0.2662932224,1.2341669112,0.2127693432,9.1305048725,5.7498210606,26.5397103055
338,23858.4767307257,0.2972227569,1.2358451748,0.2140303741,9.1305355968,29.7502106903,4.0372605344
339,23888.2269414159,0.2645149231,1.2340680434,0.2126943077,9.1305030334,5.0126831811,28.0389985655
340,23893.2396245970,0.2408522137,1.2358200820,0.2140194824,9.1305353822,29.9860072764,3.2915332037
341,23923.2256318734,0.3380132730,1.2341093863,0.2127149340,9.1305032981,5.0008954007,28.2669000769
342,23928.2265272741,0.3195605751,1.2358489486,0.2140294627,9.1305355051,29.7502026914,3.2876348641
343,23957.9767299654,0.2955025163,1.2340802471,0.2126988003,9.1305031052,5.0001058902,28.0385503921
344,23962.9768358556,0.2755958792,1.2358189846,0.2140130926,9.1305352082,29.7514087100,3.2885041843
345,23992.7282445656,0.2513414939,1.2340523477,0.2126840445,9.1305027888,5.2301700543,28.0398684886
346,23997.9584146199,0.3362816157,1.2358539880,0.2140308442,9.1305354356,29.7678373032,3.5221079546
347,24027.7262519231,0.3301222316,1.2340976436,0.2127071077,9.1305031696,5.0003645803,28.0536225065
348,24032.7266165034,0.3121744306,1.2358379509,0.2140221865,9.1305353578,29.7501122155,3.2874957329
349,24062.4767287189,0.2957144173,1.2340769288,0.2126963611,9.1305030449,5.0001027286,28.0387842294
350,24067.4768314475,0.2763676090,1.2358162194,0.2140110028,9.1305351567,29.7503321140,3.2884930044
351,24097.2271635615,0.2587968074,1.2340546601,0.2126848625,9.1305028052,5.0795469095,28.0398311376
352,24102.3067104710,0.2646467280,1.2358306843,0.2140240369,9.1305354824,29.9191333156,3.2953174644
353,24132.2258437866,0.3365711934,1.2341006345,0.2127086357,9.1305031565,5.0006893545,28.2017773953
354,24137.2265331410,0.3191458581,1.2358413106,0.2140238960,9.1305353718,29.7501871051,3.2874803101
355,24166.9767202461,0.2971392894,1.2340752530,0.2126951011,9.1305030110,5.0001015292,28.0387687174
356,24171.9768217753,0.2782256930,1.2358149602,0.2140099982,9.1305351304,29.7503764569,3.2884472377
357,24201.7271982322,0.2582794471,1.2340515987,0.2126828935,9.1305027572,5.0829801781,28.0399830827
358,24206.8101784103,0.2663567631,1.2358285886,0.2140224788,9.1305354435,29.9160809566,3.2954293685
359,24236.7262593669,0.3299147995,1.2340920940,0.2127034734,9.1305030819,5.0003517401,28.2019374584
360,24241.7266111070,0.3126984310,1.2358331471,0.2140190294,9.1305352793,29.7501570261,3.2874780067
361,24271.4767681331,0.2881570925,1.2340653013,0.2126893209,9.1305028858,5.0001179595,28.0392096612
362,24276.4768860926,0.2695742858,1.2358054490,0.2140045505,9.1305350059,29.9554826082,3.2887085805
363,24306.4323687008,0.3235718450,1.2340862418,0.2127005358,9.1305030492,5.0439401794,28.0483376576
364,24311.4763088802,0.3299174623,1.2358369516,0.2140199174,9.1305352168,29.2511455105,3.3299481972
365,24340.7274543907,0.2555845066,1.2340922918,0.2127142057,9.1305035268,5.2474110676,27.5389494604
366,24345.9748654583,0.3413825804,1.2358908243,0.2140583243,9.1305360572,30.2518147052,3.5304349451
367,24376.2266801635,0.3030646108,1.2340383505,0.2126667506,9.1305023010,5.0000888083,28.5398320296
368,24381.2267689717,0.2898531910,1.2357837451,0.2139852627,9.1305345149,29.4984089771,3.2882026616
369,24410.7251779488,0.3395244194,1.2341202712,0.2127238656,9.1305035029,5.0013487020,27.7734577778
370,24415.7265266508,0.3196122506,1.2358582192,0.2140373284,9.1305356958,29.7502721349,3.2880420145
371,24445.4767987856,0.2813418994,1.2340757887,0.2126980985,9.1305031107,5.0003903051,28.0386677276
372,24450.4771890908,0.2600921264,1.2358136509,0.2140119572,9.1305351919,29.9258591722,3.2889604330
373,24480.4030482630,0.3099699191,1.2340970745,0.2127101882,9.1305033459,5.0732771637,28.0444648836
374,24485.4763254267,0.3293857271,1.2358508630,0.2140299235,9.1305354632,29.7503666324,3.3593039303
375,24515.2266920591,0.3014601983,1.2340789392,0.2126974839,9.1305030593,5.0001100567,28.0385938113
376,24520.2268021157,0.2825130125,1.2358185721,0.2140123076,9.1305351817,29.7503891635,3.2883203632
377,24549.9771912792,0.2583782325,1.2340511223,0.2126827075,9.1305027526,5.0765632740,28.0397575286
378,24555.0537545532,0.2631836358,1.2358271085,0.2140220199,9.1305354344,29.9224327065,3.2951496447
379,24584.9761872597,0.3317002091,1.2340934103,0.2127043963,9.1305030918,5.0004042345,28.2078311820
380,24589.9765914942,0.3145199226,1.2358344682,0.2140199415,9.1305352947,29.7501635509,3.2874448459
381,24619.7267550451,0.2908383505,1.2340672368,0.2126905628,9.1305029119,5.0001037299,28.0390374387
382,24624.7268587750,0.2722832493,1.2358073723,0.2140057667,9.1305350333,29.7686750027,3.2886289838
383,24654.4955337777,0.2364885797,1.2340546792,0.2126894459,9.1305029263,5.2304933704,28.0415741056
384,24659.7260271481,0.3359606104,1.2358415568,0.2140226645,9.1305352396,29.2507926782,3.5155507545
385,24688.9768198263,0.2767693237,1.2341097970,0.2127244491,9.1305037623,5.0046025853,27.5388084181
386,24693.9814224116,0.2469000294,1.2358446171,0.2140371910,9.1305358102,30.4946539527,3.2898581707
387,24724.4760763644,0.3337725380,1.2340649964,0.2126824195,9.1305025365,5.0004351709,28.7790782665
388,24729.4765115353,0.3205752808,1.2358100837,0.2140005548,9.1305347985,29.2502092297,3.2872433718
389,24758.7267207650,0.2970934611,1.2341132284,0.2127240447,9.1305037211,5.0001508613,27.5387931793
390,24763.7268716263,0.2709175108,1.2358458013,0.2140344453,9.1305357306,30.2533596295,3.2885068474
391,24793.9802312558,0.2467412169,1.2340113354,0.2126543912,9.1305020630,5.2125628761,28.5400571916
392,24799.1927941319,0.3296232898,1.2358134553,0.2140020262,9.1305347843,29.2837168601,3.3872263334
393,24828.4765109920,0.3190827370,1.2341199382,0.2127262729,9.1305037037,5.0002299842,27.5711831297
394,24833.4767409762,0.2954185936,1.2358546961,0.2140378982,9.1305357830,30.2500763100,3.2878674148
395,24863.7268172862,0.2771978467,1.2340221026,0.2126585066,9.1305021440,5.0002033972,28.5394989607
396,24868.7270206834,0.2633592961,1.2357671921,0.2139769683,9.1305343405,29.4991946034,3.2889910854
397,24898.2262152868,0.3310746459,1.2341190959,0.2127244719,9.1305035889,5.0004263602,27.7848361007
398,24903.2266416470,0.3095584429,1.2358558036,0.2140372426,9.1305357319,29.7532483676,3.2875744840
399,24932.9798900145,0.2473417484,1.2340550092,0.2126875745,9.1305028770,5.2452901572,28.0391655307
400,24938.2251801718,0.3408980379,1.2358579892,0.2140340525,9.1305354725,29.7513031089,3.5285050915
401,24967.9764832806,0.3207753233,1.2340928197,0.2127055841,9.1305031879,5.0002160328,28.0383931797
402,24972.9766993134,0.3021943167,1.2358326229,0.2140203986,9.1305353435,29.7500742851,3.2877460073
403,25002.7267735985,0.2869962828,1.2340726784,0.2126951253,9.1305030300,5.0001505241,28.0390309913
404,25007.7269241226,0.2670660154,1.2358115296,0.2140095416,9.1305351289,29.7518010525,3.2887563463
405,25037.4787251752,0.2498342969,1.2340519138,0.2126847652,9.1305028071,5.2408804347,28.0399391827
406,25042.7196056099,0.3405978003,1.2358552945,0.2140319974,9.1305354255,29.7567806535,3.5261722976
407,25072.4763862633,0.3255935877,1.2340937229,0.2127055752,9.1305031613,5.0002728216,28.0433798432
408,25077.4766590850,0.3075257959,1.2358339814,0.2140206499,9.1305353353,29.7501221170,3.2876033795
409,25107.2267812020,0.2853207836,1.2340678241,0.2126917627,9.1305029500,5.0001657545,28.0391259417
410,25112.2269469566,0.2659492571,1.2358072633,0.2140065635,9.1305350574,29.7538714923,3.2888022126
411,25141.9808184489,0.2459284871,1.2340482735,0.2126827817,9.1305027599,5.2444016849,28.0403750827
412,25147.2252201338,0.3408106989,1.2358513372,0.2140291465,9.1305353542,29.7512349658,3.5276545222
413,25176.9764550996,0.3223463851,1.2340885012,0.2127023475,9.1305031003,5.0002269958,28.0383555830
414,25181.9766820954,0.3046011838,1.2358291278,0.2140176776,9.1305352714,29.7501172425,3.2876852879
415,25211.7267993379,0.2812012682,1.2340621679,0.2126884119,9.1305028733,5.0002724399,28.0393104656
416,25216.7270717778,0.2621478202,1.2358020785,0.2140035489,9.1305349866,29.9081978715,3.2889314901
417,25246.6352696493,0.3014784041,1.2340828426,0.2127015790,9.1305031597,5.0909812874,28.0442143581
418,25251.7262509367,0.3316128329,1.2358412827,0.2140233110,9.1305352878,29.7504043696,3.3767787663
419,25281.4766553063,0.3062458566,1.2340728127,0.2126933175,9.1305029439,5.0001191458,28.0387492467
420,25286.4767744521,0.2887191901,1.2358138261,0.2140089888,9.1305350927,29.7505512169,3.2881621155
421,25316.2273256690,0.2567280911,1.2340404023,0.2126761786,9.1305025933,5.0857066787,28.0402049750
422,25321.3130323477,0.2677567729,1.2358191899,0.2140167217,9.1305353028,29.4137691435,3.2953961972
423,25350.7268014912,0.2807595453,1.2341054708,0.2127214540,9.1305036844,5.0014555814,27.7014790950
424,25355.7282570727,0.2530086059,1.2358382474,0.2140323014,9.1305356892,30.4971101753,3.2891885648
425,25386.2253672479,0.3390212755,1.2340627711,0.2126809730,9.1305024550,5.0010251830,28.7750872101
426,25391.2263924309,0.3268203020,1.2358086642,0.2139995691,9.1305347418,29.2503105841,3.2873953672
427,25420.4767030150,0.2998876223,1.2341091670,0.2127216449,9.1305036559,5.0001367392,27.5389251189
428,25425.4768397542,0.2749761825,1.2358429328,0.2140327672,9.1305356863,30.2508159073,3.2884168381
429,25455.7276556615,0.2540670387,1.2340088948,0.2126525898,9.1305020157,5.0212802267,28.5401738052
430,25460.7489358882,0.2368422638,1.2357797425,0.2139914392,9.1305347025,29.4775713084,3.2927487408
431,25490.2265071966,0.3193244761,1.2341146942,0.2127234720,9.1305036338,5.0002272557,27.7650338457
432,25495.2267344523,0.2965809255,1.2358503646,0.2140356653,9.1305357265,30.2503317554,3.2878495783
433,25525.4770662077,0.2605493958,1.2340026273,0.2126475014,9.1305018874,5.0041423124,28.5402027151
434,25530.4812085202,0.2470709983,1.2357531942,0.2139701882,9.1305341835,28.9953662734,3.2898936276
435,25559.4765747935,0.3144013946,1.2341670719,0.2127636507,9.1305046408,5.0002945661,27.2825240749
436,25564.4768693597,0.2711845608,1.2358830120,0.2140636861,9.1305364400,30.9998176081,3.2881058900
437,25595.4766869678,0.3020853516,1.2339881173,0.2126303433,9.1305014099,5.0000604282,29.2877250642
438,25600.4767473960,0.2941081091,1.2357388935,0.2139523623,9.1305337086,28.2516570909,3.2881494877
439,25628.7284044869,0.2509008852,1.2341665017,0.2127721035,9.1305049487,5.7484007097,26.5396725413
440,25634.4768051966,0.2818417486,1.2358425306,0.2140313975,9.1305356459,30.3753399912,4.0361257806
441,25664.8521451877,0.2853711296,1.2340307387,0.2126650679,9.1305022949,5.1236967818,28.5432862814
442,25669.9758419695,0.3379576162,1.2358004293,0.2139922376,9.1305344839,28.7508715822,3.4082166309
443,25698.7267135516,0.2983084700,1.2341579402,0.2127586427,9.1305045670,5.0014314783,27.0388682999
444,25703.7281450300,0.2534623859,1.2358740160,0.2140591093,9.1305363395,30.9986374913,3.2887609588
445,25734.7267825213,0.2849277512,1.2339780435,0.2126247932,9.1305013070,5.0000467124,29.2871063741
446,25739.7268292337,0.2766815432,1.2357286262,0.2139467621,9.1305335965,28.3043630906,3.2886936864
447,25768.0311923243,0.2504849190,1.2341917731,0.2127912678,9.1305054187,5.6957173738,26.5417832010
448,25773.7269096981,0.2679236606,1.2358354449,0.2140276927,9.1305355689,30.4487870971,3.9837703589
449,25804.1756967951,0.3204980644,1.2340460704,0.2126710926,9.1305023428,5.0504043042,28.5470235210
450,25809.2261010993,0.3347899409,1.2358026917,0.2139939536,9.1305345516,28.7506972835,3.3357535837
451,25837.9767983829,0.2815135975,1.2341475150,0.2127526765,9.1305044492,5.1492690465,27.0389171858
452,25843.1260674293,0.2986151331,1.2359116017,0.2140806831,9.1305368148,30.8568089074,3.3047739106
453,25873.9828763367,0.2435603314,1.2339533366,0.2126117937,9.1305010185,5.1386847001,29.1405628869
454,25879.1215610368,0.2962994581,1.2357462708,0.2139571810,9.1305338215,28.3549583451,3.2938203957
455,25907.4765193819,0.3186012048,1.2342019322,0.2127886793,9.1305052365,5.7150302366,26.6422825061
456,25913.1915496185,0.3291231901,1.2358711121,0.2140457562,9.1305358493,29.7851637901,3.9279941512
457,25942.9767134086,0.2982556882,1.2340855049,0.2127029506,9.1305032011,5.0001106283,28.0727973007
458,25947.9768240369,0.2777818438,1.2358236527,0.2140168496,9.1305352972,29.7514234001,3.2884287048
459,25977.7282474370,0.2513335862,1.2340547145,0.2126862825,9.1305028437,5.2339556029,28.0397370313
460,25982.9622030399,0.3378008410,1.2358566843,0.2140330871,9.1305354773,29.7640533856,3.5239652681
461,26012.7262564255,0.3300017916,1.2340995700,0.2127089394,9.1305032154,5.0003647894,28.0498216564
462,26017.7266212149,0.3117046505,1.2358395277,0.2140237933,9.1305353984,29.7501382799,3.2875079855
463,26047.4767594947,0.2899534134,1.2340733942,0.2126948163,9.1305030177,5.0001175849,28.0388313099
464,26052.4768770797,0.2703626616,1.2358125181,0.2140093862,9.1305351227,29.7509334925,3.2886644611
465,26082.2278105721,0.2532240408,1.2340520711,0.2126840054,9.1305027870,5.2103964185,28.0399565079
466,26087.4382069907,0.3276269987,1.2358503294,0.2140298198,9.1305354716,29.7879806383,3.3735960684
467,26117.2261876290,0.3316954851,1.2340977166,0.2127073874,9.1305031652,5.0004106408,28.0733310231
468,26122.2265982698,0.3139115501,1.2358381620,0.2140225409,9.1305353601,29.7502149540,3.2874648428
469,26151.9768132238,0.2781004078,1.2340596000,0.2126862942,9.1305028249,5.0004490420,28.0393005551
470,26156.9772622659,0.2591153009,1.2357998040,0.2140016640,9.1305349426,29.9965564506,3.2890430646
471,26186.9738187164,0.3403628429,1.2340933298,0.2127032475,9.1305029886,5.0026065217,28.1277509644
472,26191.9764252382,0.3253790047,1.2358358771,0.2140195878,9.1305352361,29.7503757354,3.2890245811
473,26221.7268009736,0.2808162646,1.2340506906,0.2126798078,9.1305026626,5.0002166565,28.0398741667
474,26226.7270176300,0.2634680545,1.2357922432,0.2139959845,9.1305348022,29.4986959035,3.2889214571
475,26256.2257135336,0.3375747379,1.2341472738,0.2127443418,9.1305040237,5.0009102415,27.7805437169
476,26261.2266237751,0.3114825895,1.2358792307,0.2140540574,9.1305361338,30.2502179318,3.2878318057
477,26291.4768417069,0.2727640209,1.2340265744,0.2126621870,9.1305022388,5.0005315232,28.5390745931
478,26296.4773732301,0.2579056065,1.2357710409,0.2139803183,9.1305344249,29.4721750090,3.2891642173
479,26325.9495482392,0.3311983457,1.2341335704,0.2127349099,9.1305038441,5.0269500232,27.5524927505
480,26330.9764982624,0.3214702116,1.2358737656,0.2140484905,9.1305359581,30.2502738711,3.3134631590
481,26361.2267721335,0.2872614113,1.2340261091,0.2126600340,9.1305021686,5.0000738515,28.5391102210
482,26366.2268459850,0.2739443280,1.2357715172,0.2139786348,9.1305343731,28.9997152295,3.2886828472
483,26395.2265612145,0.3155085866,1.2341667561,0.2127618164,9.1305045913,5.0002844359,27.2863072957
484,26400.2268456504,0.2741103223,1.2358843934,0.2140628820,9.1305364180,30.9987411839,3.2880714559
485,26431.2255868343,0.3381655624,1.2340199982,0.2126478710,9.1305016504,5.0007105922,29.2789563292
486,26436.2262974266,0.3302205036,1.2357704212,0.2139694662,9.1305339895,28.2505675332,3.2868021380
487,26464.4768649597,0.2699274182,1.2341795052,0.2127775626,9.1305050712,5.7498583627,26.5390273160
488,26470.2267233224,0.2984823811,1.2358550916,0.2140368612,9.1305357516,30.2521377892,4.0369454362
489,26500.4788611116,0.2494239294,1.2339979912,0.2126435773,9.1305017966,5.1351034932,28.5407332149
490,26505.6139646049,0.2926594930,1.2357892632,0.2139889731,9.1305346003,28.8626926442,3.2973335989
491,26534.4766572490,0.3061009030,1.2341628358,0.2127596886,9.1305045724,5.0003890952,27.1503169217
492,26539.4770463443,0.2628032767,1.2358789876,0.2140599498,9.1305363552,30.9997538154,3.2883496361
493,26570.4768001596,0.2809137095,1.2339721883,0.2126195202,9.1305011829,5.0000518127,29.2881559423
494,26575.4768519724,0.2730576276,1.2357231926,0.2139417899,9.1305334791,28.3046169038,3.2888078720
495,26603.7814688762,0.2506201562,1.2341900142,0.2127886549,9.1305053546,5.6954199612,26.5419300008
496,26609.4768888373,0.2693826632,1.2358351196,0.2140259928,9.1305355266,30.4786106858,3.9835438671
497,26639.9554995231,0.3336418200,1.2340482200,0.2126696512,9.1305022241,5.0206938614,28.5550781029
498,26644.9761933845,0.3329820776,1.2357997014,0.2139908339,9.1305344894,28.7505801039,3.3063691139
499,26673.7267734884,0.2871061340,1.2341515702,0.2127539011,9.1305044715,5.0134085587,27.0388643101
500,26678.7401820471,0.2406295887,1.2358823616,0.2140659850,9.1305365108,30.9866252259,3.2915530018
501,26709.7268072731,0.2793142546,1.2339767588,0.2126231570,9.1305012741,5.0000635779,29.2752614412
502,26714.7268708510,0.2708758021,1.2357271831,0.2139450556,9.1305335602,28.4884268210,3.2888616668
503,26743.2152976720,0.3377039774,1.2342201886,0.2127985515,9.1305053522,5.5119764850,26.5753303687
504,26748.7272741570,0.2590042412,1.2358314374,0.2140245528,9.1305354982,30.4989233138,3.8000090252
505,26779.2261974708,0.3314310731,1.2340462022,0.2126681548,9.1305022042,5.0003207319,28.7844077034
506,26784.2265182028,0.3201228850,1.2357932864,0.2139876116,9.1305344863,28.7503172112,3.2871977010
507,26812.9768354140,0.2738982870,1.2341449783,0.2127505642,9.1305044057,5.2479549223,27.0389417180
508,26818.2247903362,0.3414829685,1.2359266760,0.2140843901,9.1305366890,30.7519812524,3.5310726121
509,26848.9767715887,0.2873373346,1.2339891847,0.2126310584,9.1305014573,5.0000495406,29.0405202791
510,26853.9768211293,0.2782744280,1.2357389101,0.2139524655,9.1305337334,28.4989536594,3.2886315557
511,26882.4757747887,0.3372175382,1.2342214885,0.2127990898,9.1305053698,5.5035940034,26.7814100419
512,26887.9793687920,0.2500259594,1.2358301536,0.2140244357,9.1305354994,30.4970922728,3.7900795445
513,26918.4764610648,0.3219835626,1.2340410787,0.2126651369,9.1305021891,5.0001726186,28.7842011144
514,26923.4766336834,0.3103584323,1.2357879439,0.2139845091,9.1305344490,28.7505066159,3.2875427286
515,26952.2271402993,0.2592503755,1.2341355990,0.2127451344,9.1305042834,5.2491565597,27.0391735338
516,26957.4762968590,0.3303634719,1.2359197021,0.2140802792,9.1305366792,30.7506355863,3.5345676842
517,26988.2269324454,0.2648488063,1.2339726513,0.2126214071,9.1305012442,5.0007187589,29.0396780558
518,26993.2276512042,0.2557322110,1.2357232039,0.2139435409,9.1305335329,28.4989536085,3.2893024341
519,27021.7266048127,0.3117504345,1.2342019061,0.2127876334,9.1305052390,5.7490499332,26.7861651797
520,27027.4756547460,0.3393043688,1.2358772985,0.2140468831,9.1305357990,30.2526283377,4.0329811085
521,27057.7282830836,0.2511381329,1.2339845828,0.2126325371,9.1305015249,5.0198805588,28.5417824261
522,27062.7481636424,0.2371051919,1.2357567699,0.2139720312,9.1305342312,28.9782394293,3.2919409423
523,27091.7264030718,0.3249354196,1.2341672619,0.2127600599,9.1305045018,5.0003748070,27.2649328745
524,27096.7267778788,0.2880561981,1.2358890483,0.2140635925,9.1305364190,30.9993155714,3.2878451452
525,27127.7260934502,0.3334445082,1.2340080335,0.2126389273,9.1305014714,5.0003144906,29.2838373001
526,27132.7264079407,0.3261048721,1.2357592417,0.2139610880,9.1305338113,28.2503651011,3.2868367002
527,27160.9767730418,0.2872431009,1.2341886389,0.2127816254,9.1305051511,5.7498033600,26.5389292631
528,27166.7265764018,0.3158490964,1.2358645297,0.2140411316,9.1305358040,30.2502285279,4.0362811760
529,27196.9768049297,0.2798825637,1.2340164053,0.2126527567,9.1305019999,5.0001174438,28.5397289913
530,27201.9769223735,0.2671128212,1.2357624613,0.2139718226,9.1305342131,28.9993234450,3.2888954903
531,27230.9762458185,0.3303526489,1.2341781753,0.2127674854,9.1305046493,5.0005292817,27.2847794488
532,27235.9767751002,0.2886668784,1.2358952271,0.2140680765,9.1305365269,30.9975685339,3.2878014778
533,27266.9743436341,0.3402307559,1.2340198252,0.2126466207,9.1305015998,5.0018435992,29.1804149754
534,27271.9761872333,0.3330939214,1.2357707270,0.2139684655,9.1305339452,28.2506177367,3.2875321850
535,27300.2268049699,0.2800613404,1.2341864881,0.2127806202,9.1305051361,5.7498520231,26.5390013286
