E,eta_h,d_amp,q_amp,h_amp,return_time_mean,return_time_cv,crossing_ratio,m_bar,capbind_frac,phi_bar,mid_frac_proxy
1.0800000000,0.0169500000,0.9913353933,0.7442309015,0.2556452667,132.6129116312,0.0002961420,1.0000000000,0.6689453197,0.0123550064,0.6216771434,0.0011999467
1.0800000000,0.0184000000,0.9913353930,0.7442240620,0.2534150653,121.3835989685,0.0003163203,1.0000000000,0.6699871943,0.0135993956,0.6223338551,0.0007555220
1.0800000000,0.0198500000,0.9913353926,0.7442163886,0.2526718239,112.3200195389,0.0006431948,1.0000000000,0.6706302251,0.0148882272,0.6226023667,0.0010221768
1.0800000000,0.0213000000,0.9913353923,0.7442079511,0.2558854871,105.8291114885,0.0003423430,1.0000000000,0.6731663202,0.0150659971,0.6228869777,0.0011999467
1.0800000000,0.0227500000,0.9913353920,0.7441986856,0.2543279113,98.6355151334,0.0004397033,1.0000000000,0.6709115017,0.0164881561,0.6226635065,0.0010666193
1.0800000000,0.0242000000,0.9913353916,0.7441886221,0.2539830779,92.6709217421,0.0007289408,1.0000000000,0.6731017966,0.0175992178,0.6232365363,0.0012888316
1.0800000000,0.0256500000,0.9913353913,0.7441777647,0.2543587029,87.5880157312,0.0001861920,1.0000000000,0.6711257659,0.0182214124,0.6223738841,0.0012888316
1.0800000000,0.0271000000,0.9913353909,0.7441661252,0.2502778360,81.8539445912,0.0006928947,1.0000000000,0.6715078801,0.0196435714,0.6231331726,0.0014666015
1.0800000000,0.0285500000,0.9913353906,0.7441536758,0.2494120472,77.5191694535,0.0009396842,1.0000000000,0.6720576205,0.0207990756,0.6234627764,0.0014221590
1.0800000000,0.0300000000,0.9913353902,0.7441405147,0.2489409657,73.6977870489,0.0009845688,1.0000000000,0.6718420843,0.0221323497,0.6235120419,0.0016888138
1.1066666667,0.0010000000,0.9913353199,0.7501572235,0.2322617268,1903.5901572690,0.0000000000,1.0000000000,0.6338601768,0.0007555220,0.6027371615,0.0000444425
1.1066666667,0.0024500000,0.9913353198,0.7501592570,0.2348695358,785.7323846571,0.0000814370,1.0000000000,0.6322688378,0.0022221235,0.6061193841,0.0001777699
1.1066666667,0.0039000000,0.9913353195,0.7501605382,0.2372263568,497.2502077429,0.0006532848,1.0000000000,0.6401480234,0.0032887427,0.6071810170,0.0001777699
1.1066666667,0.0053500000,0.9913353193,0.7501610596,0.2384546832,364.8535673969,0.0008498429,1.0000000000,0.6331533390,0.0043553620,0.6044230602,0.0001333274
1.1066666667,0.0068000000,0.9913353190,0.7501608143,0.2403334984,288.6345726169,0.0020180698,1.0000000000,0.6478129713,0.0058664059,0.6092164724,0.0003999822
1.1066666667,0.0082500000,0.9913353186,0.7501597936,0.2415414079,238.7446557308,0.0028105426,1.0000000000,0.6331337263,0.0068441403,0.6048819324,0.0003999822
1.1066666667,0.0097000000,0.9913353183,0.7501579618,0.2407203495,203.5916044679,0.0000404201,1.0000000000,0.6351443417,0.0086662815,0.6056214247,0.0005333096
1.1066666667,0.0111500000,0.9913353180,0.7501554202,0.2437143726,178.5604512208,0.0031116315,1.0000000000,0.6291806417,0.0093329185,0.6035828564,0.0005777521
1.1066666667,0.0126000000,0.9913353176,0.7501520586,0.2439778252,158.0062202434,0.0024560910,1.0000000000,0.6393723040,0.0103106529,0.6061921446,0.0007110795
1.1066666667,0.0140500000,0.9913353173,0.7501479088,0.2445159138,142.5934550299,0.0012143732,1.0000000000,0.6395983662,0.0113328297,0.6063540145,0.0007555220
1.1066666667,0.0155000000,0.9913353169,0.7501429766,0.2451696459,129.3312328033,0.0031463795,1.0000000000,0.6308339684,0.0127994311,0.6040513324,0.0008888494
1.1066666667,0.0169500000,0.9913353163,0.7501372496,0.2440702875,117.9999956279,0.0035040122,1.0000000000,0.6316057386,0.0138660504,0.6044673044,0.0000000000
1.1066666667,0.0184000000,0.9913353162,0.7501307544,0.2444570211,109.1761395852,0.0002990846,1.0000000000,0.6292666407,0.0149771121,0.6035642051,0.0011110617
1.1066666667,0.0198500000,0.9913353158,0.7501234709,0.2418943280,100.3276845102,0.0006755635,1.0000000000,0.6326857240,0.0163548287,0.6048546055,0.0011110617
1.1066666667,0.0213000000,0.9913353155,0.7501154086,0.2414538794,93.4045931602,0.0000750321,1.0000000000,0.6316458332,0.0173770055,0.6046958704,0.0011555042
1.1066666667,0.0227500000,0.9913353151,0.7501065742,0.2440877175,88.3437471475,0.0006656580,1.0000000000,0.6319249686,0.0184880672,0.6044259756,0.0012888316
1.1066666667,0.0242000000,0.9913353148,0.7500969699,0.2431124679,82.8037417762,0.0000574891,1.0000000000,0.6320481293,0.0196435714,0.6044496613,0.0017332563
1.1066666667,0.0256500000,0.9913353144,0.7500866011,0.2428222244,78.0857863508,0.0009065310,1.0000000000,0.6346461842,0.0209324030,0.6055567394,0.0015554864
1.1066666667,0.0271000000,0.9913353140,0.7500754773,0.2432172337,74.0563547800,0.0008021467,1.0000000000,0.6309784636,0.0220434647,0.6044385753,0.0015110440
1.1066666667,0.0285500000,0.9913353136,0.7500635999,0.2391511134,69.3032649512,0.0010298444,1.0000000000,0.6341030245,0.0234656238,0.6057408200,0.0017332563
1.1066666667,0.0300000000,0.9913353132,0.7500509699,0.2383003805,65.7875305841,0.0002877103,1.0000000000,0.6354448193,0.0244878005,0.6060819179,0.0016888138
1.1333333333,0.0010000000,0.9913352211,0.7561319717,0.2207831101,1716.8014190195,0.0006230377,1.0000000000,0.6890776136,0.0011555042,0.6143512645,0.0001333274
1.1333333333,0.0024500000,0.9913352212,0.7561339358,0.2236558627,709.6802684927,0.0005066053,1.0000000000,0.5839366286,0.0022665659,0.5836864274,0.0001333274
1.1333333333,0.0039000000,0.9913352210,0.7561351845,0.2252048447,449.0665919704,0.0002424414,1.0000000000,0.6046451986,0.0037776099,0.5901329884,0.0002222123
1.1333333333,0.0053500000,0.9913352208,0.7561357162,0.2267242559,329.8150037346,0.0000651216,1.0000000000,0.6157530423,0.0051997689,0.5933373491,0.0003999822
1.1333333333,0.0068000000,0.9913352205,0.7561355163,0.2284417182,261.5128958558,0.0002882381,1.0000000000,0.5944904971,0.0067108129,0.5872629019,0.0003110973
1.1333333333,0.0082500000,0.9913352202,0.7561345833,0.2299544160,216.8223438526,0.0017519994,1.0000000000,0.6006213012,0.0079107595,0.5889038120,0.0006666370
1.1333333333,0.0097000000,0.9913352198,0.7561329100,0.2313511975,184.6875577541,0.0030881443,1.0000000000,0.5977963145,0.0089329363,0.5874710908,0.0004888672
1.1333333333,0.0111500000,0.9913352195,0.7561304913,0.2314752445,161.3476857930,0.0009003390,1.0000000000,0.5983917390,0.0104439803,0.5879267388,0.0006666370
1.1333333333,0.0126000000,0.9913352191,0.7561273285,0.2311916965,143.0337255319,0.0003889339,1.0000000000,0.6011204536,0.0113328297,0.5883591273,0.0009777343
1.1333333333,0.0140500000,0.9913352188,0.7561234155,0.2322966143,128.4312587055,0.0014716577,1.0000000000,0.5999141985,0.0127994311,0.5883346656,0.0007999644
1.1333333333,0.0155000000,0.9913352184,0.7561187523,0.2324673972,116.8055994842,0.0018865724,1.0000000000,0.6020841886,0.0141771477,0.5887254462,0.0009777343
1.1333333333,0.0169500000,0.9913352181,0.7561133391,0.2337037372,107.6633630655,0.0005666961,1.0000000000,0.5957680541,0.0155548642,0.5871421253,0.0011110617
1.1333333333,0.0184000000,0.9913352177,0.7561071786,0.2332413196,99.0639410332,0.0006114532,1.0000000000,0.5977023644,0.0164881561,0.5873804734,0.0011110617
1.1333333333,0.0198500000,0.9913352159,0.7561002695,0.2335033648,92.0000620009,0.0000002663,1.0000000000,0.5966113721,0.0174214479,0.5873361022,0.0007555220
1.1333333333,0.0213000000,0.9913352168,0.7560926069,0.2305669955,84.7743988135,0.0004346352,1.0000000000,0.5995739381,0.0194213591,0.5885725162,0.0012443891
1.1333333333,0.0227500000,0.9913352165,0.7560842226,0.2302685552,79.3249760093,0.0008695208,1.0000000000,0.5995772722,0.0208435181,0.5887762790,0.0013777165
1.1333333333,0.0242000000,0.9913352161,0.7560750913,0.2328301811,75.3863488820,0.0002503127,1.0000000000,0.5988542528,0.0219990223,0.5882835915,0.0015110440
1.1333333333,0.0256500000,0.9913352157,0.7560652261,0.2319541707,70.9192816663,0.0009827982,1.0000000000,0.5982987659,0.0230211991,0.5879341875,0.0015554864
1.1333333333,0.0271000000,0.9913352153,0.7560546296,0.2316739400,67.0900959716,0.0010618073,1.0000000000,0.5981516787,0.0244878005,0.5881638097,0.0016888138
1.1333333333,0.0285500000,0.9913352149,0.7560433176,0.2319673910,63.7965108609,0.0000975081,1.0000000000,0.5995363305,0.0252877650,0.5884037565,0.0015999289
1.1333333333,0.0300000000,0.9913352145,0.7560312853,0.2281576244,59.8272676142,0.0005737311,1.0000000000,0.5976516047,0.0275543309,0.5885730143,0.0019554686
1.1600000000,0.0010000000,0.9913350942,0.7621777198,0.2093728692,1566.8053111212,0.0000042630,1.0000000000,0.5547031636,0.0011110617,0.5701328613,0.0000444425
1.1600000000,0.0024500000,0.9913350945,0.7621796103,0.2123186917,648.0360097034,0.0006086905,1.0000000000,0.5684379596,0.0026665482,0.5729836484,0.0002222123
1.1600000000,0.0039000000,0.9913350943,0.7621808211,0.2137079204,410.4773169558,0.0001958523,1.0000000000,0.5694056052,0.0042664770,0.5730804688,0.0003555398
1.1600000000,0.0053500000,0.9913350942,0.7621813578,0.2155912138,301.5855332017,0.0012846849,1.0000000000,0.5675197664,0.0056441936,0.5724288346,0.0002222123
1.1600000000,0.0068000000,0.9913350939,0.7621812036,0.2164267418,238.6889476716,0.0003234327,1.0000000000,0.5662962247,0.0071107951,0.5721696656,0.0003999822
1.1600000000,0.0082500000,0.9913350936,0.7621803525,0.2174827070,197.7447406185,0.0006035626,1.0000000000,0.5721299645,0.0086218390,0.5737808043,0.0004444247
1.1600000000,0.0097000000,0.9913350933,0.7621787956,0.2201291496,169.4558620261,0.0027859054,1.0000000000,0.5714612545,0.0096440158,0.5728717460,0.0005777521
1.1600000000,0.0111500000,0.9913350930,0.7621765427,0.2204614292,147.7724277701,0.0032566498,1.0000000000,0.5648643822,0.0113328297,0.5710477872,0.0007110795
1.1600000000,0.0126000000,0.9913350927,0.7621735768,0.2208823523,131.5351437154,0.0014913453,1.0000000000,0.5636196038,0.0128883161,0.5710645236,0.0007555220
1.1600000000,0.0140500000,0.9913350923,0.7621698999,0.2202232996,117.9265058242,0.0005755700,1.0000000000,0.5665296277,0.0145326874,0.5719293248,0.0009777343
1.1600000000,0.0155000000,0.9913350920,0.7621655105,0.2230347604,107.5803935917,0.0037663583,1.0000000000,0.5633876283,0.0155993067,0.5709120369,0.0010666193
1.1600000000,0.0169500000,0.9913350916,0.7621604085,0.2225930014,98.4173935622,0.0052743556,1.0000000000,0.5682188620,0.0170659082,0.5722473244,0.0011555042
1.1600000000,0.0184000000,0.9913350912,0.7621545928,0.2225255283,91.1499352156,0.0006092647,1.0000000000,0.5607722413,0.0181325274,0.5698449444,0.0012443891
1.1600000000,0.0198500000,0.9913350909,0.7621480666,0.2220942713,84.3808141057,0.0003114131,1.0000000000,0.5608536216,0.0196880139,0.5700918873,0.0012443891
1.1600000000,0.0213000000,0.9913350905,0.7621408299,0.2235712992,78.6735883550,0.0060669070,1.0000000000,0.5646738642,0.0215101551,0.5713487611,0.0013332741
1.1600000000,0.0227500000,0.9913350901,0.7621328855,0.2193309593,72.8355322273,0.0005796443,1.0000000000,0.5661709756,0.0230211991,0.5721788243,0.0015554864
1.1600000000,0.0242000000,0.9913350897,0.7621242355,0.2190950432,68.4430810916,0.0007247241,1.0000000000,0.5669676317,0.0244433581,0.5724564897,0.0016443714
1.1600000000,0.0256500000,0.9913350893,0.7621148827,0.2217822840,65.3824507024,0.0003467686,1.0000000000,0.5634396554,0.0255544198,0.5711366871,0.0017776988
1.1600000000,0.0271000000,0.9913350889,0.7621048389,0.2208553323,61.6696933543,0.0010628014,1.0000000000,0.5639982137,0.0269321363,0.5713367978,0.0017776988
1.1600000000,0.0285500000,0.9913350884,0.7620940995,0.2205427708,58.4963057932,0.0012122231,1.0000000000,0.5637955685,0.0284876228,0.5713622929,0.0019554686
1.1600000000,0.0300000000,0.9913350880,0.7620826727,0.2206914358,55.7408109858,0.0010849125,1.0000000000,0.5653610416,0.0298653393,0.5719181185,0.0020443536
1.1866666667,0.0010000000,0.9913349314,0.7682957513,0.1980522139,1441.7255765021,0.0000574401,1.0000000000,0.5593939132,0.0011110617,0.5636503620,0.0000888849
1.1866666667,0.0024500000,0.9913349316,0.7682975621,0.2007502482,596.7979734682,0.0005178261,1.0000000000,0.5348816319,0.0025332207,0.5552495535,0.0000888849
1.1866666667,0.0039000000,0.9913349317,0.7682987380,0.2024584413,378.5913289868,0.0005163055,1.0000000000,0.5394895643,0.0044886894,0.5576258533,0.0003555398
1.1866666667,0.0053500000,0.9913349315,0.7682992673,0.2038750426,278.1334129479,0.0003453587,1.0000000000,0.5430532509,0.0059108484,0.5583946398,0.0003555398
1.1866666667,0.0068000000,0.9913349314,0.7682991531,0.2050910517,220.0211657476,0.0010110966,1.0000000000,0.5293915170,0.0075996622,0.5540242716,0.0004888672
1.1866666667,0.0082500000,0.9913349312,0.7682983814,0.2071222487,182.5912559326,0.0030416406,1.0000000000,0.5404615144,0.0089329363,0.5570240818,0.0004888672
1.1866666667,0.0097000000,0.9913349310,0.7682969472,0.2070756538,156.1990354029,0.0009952935,1.0000000000,0.5390117446,0.0109328474,0.5569692082,0.0006666370
1.1866666667,0.0111500000,0.9913349307,0.7682948472,0.2110217067,137.7623603732,0.0026482360,1.0000000000,0.5392431271,0.0122216790,0.5564718106,0.0010221768
1.1866666667,0.0126000000,0.9913349304,0.7682920783,0.2095367072,121.3934597646,0.0017934180,1.0000000000,0.5352914249,0.0139549353,0.5556710313,0.0009777343
1.1866666667,0.0140500000,0.9913349301,0.7682886372,0.2090061615,109.1268671412,0.0006523106,1.0000000000,0.5336142555,0.0157770766,0.5553893152,0.0010221768
1.1866666667,0.0155000000,0.9913349298,0.7682845205,0.2106211838,99.1499446957,0.0043756718,1.0000000000,0.5292075569,0.0170214657,0.5539118023,0.0006666370
1.1866666667,0.0169500000,0.9913349295,0.7682797300,0.2121897964,91.6386683165,0.0022802774,1.0000000000,0.5332951743,0.0185325097,0.5549092314,0.0013332741
1.1866666667,0.0184000000,0.9913349291,0.7682742662,0.2119331074,84.2400858347,0.0038020042,1.0000000000,0.5291746326,0.0199102262,0.5537052451,0.0014666015
1.1866666667,0.0198500000,0.9913349288,0.7682681252,0.2114608355,78.3434857496,0.0009645013,1.0000000000,0.5289855029,0.0214212702,0.5536204095,0.0014666015
1.1866666667,0.0213000000,0.9913349284,0.7682613067,0.2109141813,72.9081651157,0.0009726742,1.0000000000,0.5343308312,0.0232434114,0.5553763888,0.0016443714
1.1866666667,0.0227500000,0.9913349280,0.7682538226,0.2093755759,67.8120653533,0.0002395318,1.0000000000,0.5298605270,0.0250655526,0.5544522525,0.0018665837
1.1866666667,0.0242000000,0.9913349276,0.7682456639,0.2081675482,63.4168942474,0.0003726294,1.0000000000,0.5330202785,0.0265321541,0.5554640037,0.0018221412
1.1866666667,0.0256500000,0.9913349272,0.7682368393,0.2079232895,59.8026463030,0.0000614737,1.0000000000,0.5327533236,0.0285320652,0.5555850570,0.0021776810
1.1866666667,0.0271000000,0.9913349268,0.7682273459,0.2111167413,57.5171375651,0.0012170913,1.0000000000,0.5308509940,0.0293764722,0.5546532917,0.0018221412
1.1866666667,0.0285500000,0.9913349264,0.7682171982,0.2098364938,54.2951408336,0.0013177433,1.0000000000,0.5316923684,0.0308430736,0.5550622440,0.0019999111
1.1866666667,0.0300000000,0.9913349260,0.7682063919,0.2094517635,51.6093159115,0.0002662765,1.0000000000,0.5322908856,0.0327096573,0.5553319553,0.0020443536
1.2133333333,0.0010000000,0.9913347221,0.7744873587,0.1868299804,1336.9965833905,0.0002784913,1.0000000000,0.4865044171,0.0015110440,0.5370494681,0.0000888849
1.2133333333,0.0024500000,0.9913347221,0.7744890857,0.1892640126,553.1970756688,0.0003670533,1.0000000000,0.5174480288,0.0029776454,0.5439222057,0.0003555398
1.2133333333,0.0039000000,0.9913347228,0.7744902155,0.1907833372,350.9669891426,0.0001199459,1.0000000000,0.5150710141,0.0049331141,0.5431899165,0.0003110973
1.2133333333,0.0053500000,0.9913347217,0.7744907421,0.1922976178,258.1999335247,0.0000000499,1.0000000000,0.4963699570,0.0063997156,0.5378613102,0.0003555398
1.2133333333,0.0068000000,0.9913347228,0.7744906592,0.1937260468,204.5142169025,0.0017340156,1.0000000000,0.5064347654,0.0083551842,0.5404216842,0.0003999822
1.2133333333,0.0082500000,0.9913347228,0.7744899601,0.1953213339,170.1531317006,0.0020924159,1.0000000000,0.4968700748,0.0101773255,0.5376158382,0.0007110795
1.2133333333,0.0097000000,0.9913347227,0.7744886398,0.1963427280,145.4871422675,0.0029261437,1.0000000000,0.5056951754,0.0116883694,0.5400328797,0.0007110795
1.2133333333,0.0111500000,0.9913347225,0.7744866941,0.1971216683,126.8117151461,0.0015890400,1.0000000000,0.4988218992,0.0133327408,0.5379269234,0.0009777343
1.2133333333,0.0126000000,0.9913347223,0.7744841191,0.1975690638,113.1075797534,0.0011271986,1.0000000000,0.5059323143,0.0151993245,0.5399730881,0.0012443891
1.2133333333,0.0140500000,0.9913347221,0.7744809096,0.1981156088,101.7184362616,0.0017768566,1.0000000000,0.5043466554,0.0170214657,0.5396675784,0.0009332919
1.2133333333,0.0155000000,0.9913347219,0.7744770695,0.1990621149,92.4553306888,0.0027781464,1.0000000000,0.5042647122,0.0181769699,0.5393233057,0.0015554864
1.2133333333,0.0169500000,0.9913347216,0.7744725912,0.2003821356,84.8908832427,0.0061949443,1.0000000000,0.5019713503,0.0200879961,0.5388246836,0.0012888316
1.2133333333,0.0184000000,0.9913347214,0.7744674752,0.2011958485,78.5015918886,0.0040314522,1.0000000000,0.5001548085,0.0218656949,0.5384024483,0.0014221590
1.2133333333,0.0198500000,0.9913347211,0.7744617212,0.1988311673,72.5523338011,0.0007978659,1.0000000000,0.5018426533,0.0235545087,0.5388838577,0.0013777165
1.2133333333,0.0213000000,0.9913347208,0.7744553325,0.2002359017,68.1952373529,0.0003269985,1.0000000000,0.5005088321,0.0248877828,0.5383345082,0.0017776988
1.2133333333,0.0227500000,0.9913347204,0.7744483062,0.1997831620,63.7604294424,0.0007474008,1.0000000000,0.4997745991,0.0264432692,0.5380711211,0.0017776988
1.2133333333,0.0242000000,0.9913347201,0.7744406455,0.2010097021,60.3437708880,0.0010166458,1.0000000000,0.4989254916,0.0279543131,0.5377249445,0.0017332563
1.2133333333,0.0256500000,0.9913347198,0.7744323520,0.1970831071,55.8384058701,0.0008349602,1.0000000000,0.5013124658,0.0301319941,0.5389860274,0.0019999111
1.2133333333,0.0271000000,0.9913347194,0.7744234278,0.1967736790,52.8040307532,0.0000946985,1.0000000000,0.5030426075,0.0323096751,0.5397646786,0.0030220879
1.2133333333,0.0285500000,0.9913347190,0.7744138760,0.1973059642,50.3007747710,0.0015876774,1.0000000000,0.4989448918,0.0334207369,0.5384831827,0.0020443536
1.2133333333,0.0300000000,0.9913347187,0.7744036950,0.1989464580,48.3130194059,0.0014741118,1.0000000000,0.5010118641,0.0348428959,0.5389134206,0.0023110084
1.2400000000,0.0010000000,0.9913344531,0.7807538473,0.1751116708,1242.6741239955,0.0000233565,1.0000000000,0.4370909723,0.0011999467,0.5128518417,0.0001333274
1.2400000000,0.0024500000,0.9913344541,0.7807554829,0.1779473854,515.5998631806,0.0005909090,1.0000000000,0.4800957165,0.0031554153,0.5252114049,0.0000444425
1.2400000000,0.0039000000,0.9913344548,0.7807565609,0.1794225676,327.2167922155,0.0005085993,1.0000000000,0.4820549083,0.0051108840,0.5259002950,0.0002666548
1.2400000000,0.0053500000,0.9913344551,0.7807570754,0.1808266074,240.8007198184,0.0010777466,1.0000000000,0.4750839823,0.0069330252,0.5238004110,0.0003999822
1.2400000000,0.0068000000,0.9913344554,0.7807570195,0.1821548738,190.9209717193,0.0017965991,1.0000000000,0.4667999700,0.0091995911,0.5216374755,0.0005777521
1.2400000000,0.0082500000,0.9913344555,0.7807563888,0.1825950185,158.1786558263,0.0001802248,1.0000000000,0.4722972625,0.0111550598,0.5234774628,0.0006666370
1.2400000000,0.0097000000,0.9913344557,0.7807551755,0.1852323067,136.4174151370,0.0024590414,1.0000000000,0.4742324161,0.0127105462,0.5235447003,0.0007110795
1.2400000000,0.0111500000,0.9913344554,0.7807533803,0.1843626050,118.4649280011,0.0006262517,1.0000000000,0.4743756581,0.0145771299,0.5236908358,0.0004888672
1.2400000000,0.0126000000,0.9913344557,0.7807509944,0.1869122890,105.9857497931,0.0032626897,1.0000000000,0.4695820218,0.0164437136,0.5222829778,0.0010666193
1.2400000000,0.0140500000,0.9913344556,0.7807480145,0.1863299771,95.0896317030,0.0025592273,1.0000000000,0.4741549358,0.0181325274,0.5236833437,0.0018221412
1.2400000000,0.0155000000,0.9913344555,0.7807444449,0.1865014695,86.4860747642,0.0008190681,1.0000000000,0.4720936813,0.0198657837,0.5228918855,0.0012888316
1.2400000000,0.0169500000,0.9913344554,0.7807402758,0.1875776439,79.3884212659,0.0022220196,1.0000000000,0.4718960224,0.0214212702,0.5226752360,0.0015999289
1.2400000000,0.0184000000,0.9913344553,0.7807355087,0.1892717919,73.5165374580,0.0059030414,1.0000000000,0.4731755399,0.0228434292,0.5230546529,0.0012443891
1.2400000000,0.0198500000,0.9913344551,0.7807301402,0.1894881509,68.6576032271,0.0031775838,1.0000000000,0.4676505779,0.0247100129,0.5212949783,0.0012888316
1.2400000000,0.0213000000,0.9913344549,0.7807241785,0.1873730152,63.4486247248,0.0008609175,1.0000000000,0.4716245390,0.0271099062,0.5228637681,0.0017776988
1.2400000000,0.0227500000,0.9913344547,0.7807176163,0.1892425746,60.0456748068,0.0010000162,1.0000000000,0.4702085563,0.0286209502,0.5222517352,0.0018665837
1.2400000000,0.0242000000,0.9913344545,0.7807104551,0.1886609906,56.3344050297,0.0011342919,1.0000000000,0.4706487102,0.0304875339,0.5224957769,0.0020443536
1.2400000000,0.0256500000,0.9913344543,0.7807026965,0.1890076201,53.2974645305,0.0013492591,1.0000000000,0.4682590054,0.0323096751,0.5219037627,0.0020887961
1.2400000000,0.0271000000,0.9913344540,0.7806943383,0.1861021456,49.6538063652,0.0011519402,1.0000000000,0.4701338658,0.0341762588,0.5226787316,0.0022665659
1.2400000000,0.0285500000,0.9913344537,0.7806853791,0.1856783089,47.0510593069,0.0011503804,1.0000000000,0.4704631621,0.0360428425,0.5228706477,0.0024887783
1.2400000000,0.0300000000,0.9913344535,0.7806758121,0.1857488206,44.8301337822,0.0008352245,1.0000000000,0.4706867609,0.0380871961,0.5232147781,0.0024443358
1.2666666667,0.0010000000,0.9913341082,0.7870965298,0.1639436343,1161.7104383850,0.0013601726,1.0000000000,0.4656107134,0.0015554864,0.5139864711,0.0001333274
1.2666666667,0.0024500000,0.9913341100,0.7870980678,0.1663180741,482.7405256970,0.0003532675,1.0000000000,0.4685633728,0.0035109551,0.5151304869,0.0003110973
1.2666666667,0.0039000000,0.9913341111,0.7870990871,0.1678235432,306.4994286199,0.0004037617,1.0000000000,0.4367424423,0.0059108484,0.5056325764,0.0003999822
1.2666666667,0.0053500000,0.9913341118,0.7870995823,0.1696010441,225.9804271509,0.0009708041,1.0000000000,0.4494022452,0.0075996622,0.5092135764,0.0003999822
1.2666666667,0.0068000000,0.9913341126,0.7870995470,0.1704550735,179.1832035282,0.0001348728,1.0000000000,0.4447001493,0.0097329008,0.5077355434,0.0005333096
1.2666666667,0.0082500000,0.9913341131,0.7870989769,0.1710937180,148.4328719788,0.0002704177,1.0000000000,0.4518681655,0.0116439269,0.5099080587,0.0007999644
1.2666666667,0.0097000000,0.9913341135,0.7870978670,0.1718413542,126.9538876389,0.0004098285,1.0000000000,0.4474078006,0.0139549353,0.5087631558,0.0008888494
1.2666666667,0.0111500000,0.9913341138,0.7870962126,0.1749385851,111.7220477421,0.0047431143,1.0000000000,0.4481290170,0.0155104218,0.5085363121,0.0007555220
1.2666666667,0.0126000000,0.9913341141,0.7870940099,0.1759680820,100.1569088658,0.0043920020,1.0000000000,0.4435289877,0.0172881205,0.5070263932,0.0012888316
1.2666666667,0.0140500000,0.9913341143,0.7870912559,0.1752532191,89.4326206993,0.0025246823,1.0000000000,0.4468535879,0.0191102618,0.5081487515,0.0005777521
1.2666666667,0.0155000000,0.9913341145,0.7870879483,0.1776565172,81.9740687440,0.0061228695,1.0000000000,0.4428884360,0.0213323852,0.5068301075,0.0014221590
1.2666666667,0.0169500000,0.9913341146,0.7870840820,0.1769235921,75.0610148906,0.0035067169,1.0000000000,0.4422176842,0.0230211991,0.5066663030,0.0014666015
1.2666666667,0.0184000000,0.9913341147,0.7870796593,0.1776110602,69.2353317837,0.0037935742,1.0000000000,0.4415344729,0.0254210924,0.5065478406,0.0023998933
1.2666666667,0.0198500000,0.9913341147,0.7870746809,0.1781458361,64.6907579399,0.0043544582,1.0000000000,0.4379972170,0.0268432514,0.5054793629,0.0019999111
1.2666666667,0.0213000000,0.9913341148,0.7870691393,0.1792694274,60.3406865937,0.0048723072,1.0000000000,0.4383604277,0.0287542776,0.5056590162,0.0015999289
1.2666666667,0.0227500000,0.9913341148,0.7870630346,0.1782192704,56.0835317356,0.0018833583,1.0000000000,0.4428027404,0.0307097462,0.5069820557,0.0019999111
1.2666666667,0.0242000000,0.9913341147,0.7870563682,0.1787337324,53.4842568936,0.0014554000,1.0000000000,0.4398690480,0.0322207902,0.5058432862,0.0020443536
1.2666666667,0.0256500000,0.9913341147,0.7870491262,0.1776023059,50.2342191118,0.0008494868,1.0000000000,0.4377351569,0.0344873561,0.5055657408,0.0022221235
1.2666666667,0.0271000000,0.9913341146,0.7870413005,0.1776335030,47.5935992882,0.0001972623,1.0000000000,0.4380183600,0.0364428248,0.5057087055,0.0023110084
1.2666666667,0.0285500000,0.9913341145,0.7870328274,0.1753500480,44.5759417286,0.0007108705,1.0000000000,0.4410917810,0.0387538332,0.5069009307,0.0025776632
1.2666666667,0.0300000000,0.9913341144,0.7870236897,0.1746886979,42.2773913727,0.0016278361,1.0000000000,0.4411443265,0.0409315142,0.5071725064,0.0026221057
1.2933333333,0.0010000000,0.9913336662,0.7935167277,0.1538176957,1088.9311929109,0.0001359904,1.0000000000,0.4100630138,0.0015554864,0.4906267859,0.0000888849
1.2933333333,0.0024500000,0.9913336688,0.7935181609,0.1551074804,453.3354951801,0.0013847698,1.0000000000,0.4236443138,0.0038220524,0.4943850686,0.0003555398
1.2933333333,0.0039000000,0.9913336707,0.7935191141,0.1565097861,288.5480898553,0.0001788405,1.0000000000,0.4182222761,0.0062219457,0.4931924083,0.0003999822
1.2933333333,0.0053500000,0.9913336721,0.7935195821,0.1575975764,212.0562861138,0.0004454249,1.0000000000,0.4160470717,0.0082662993,0.4918728807,0.0004888672
1.2933333333,0.0068000000,0.9913336733,0.7935195594,0.1589654004,168.4534842828,0.0011575563,1.0000000000,0.4116602526,0.0103106529,0.4907019127,0.0006221946
1.2933333333,0.0082500000,0.9913336744,0.7935190419,0.1610207518,139.9416387936,0.0034174113,1.0000000000,0.4150040530,0.0124883339,0.4915564437,0.0008888494
1.2933333333,0.0097000000,0.9913336753,0.7935180248,0.1619259071,120.6656365559,0.0021478838,1.0000000000,0.4175485719,0.0144438025,0.4920043874,0.0013332741
1.2933333333,0.0111500000,0.9913336761,0.7935165041,0.1619480133,104.8566359859,0.0014742835,1.0000000000,0.4164196282,0.0167548109,0.4918870877,0.0011555042
