n,t_n,q_n,k_n,h_n,d_dot_n,T_n,W_n
268,22790.4782814227,0.2529457985,1.2266811605,0.2113430641,9.1304697114,20.7485755043,13.2897638950
269,22811.2268569270,0.2721796717,1.2263036993,0.2110558321,9.1304625680,15.2154316421,19.0377972126
270,22826.4422885691,0.3295324024,1.2267294728,0.2113685604,9.1304701748,20.5362206501,13.3292668364
271,22846.9785092192,0.2518241237,1.2262930028,0.2110507293,9.1304624535,15.2478233927,18.8245059066
272,22862.2263326119,0.3292321737,1.2267258870,0.2113657996,9.1304701082,20.7239356435,13.5341591731
273,22882.9502682554,0.3326771803,1.2263426949,0.2110766825,9.1304629052,15.0263582550,18.8236927785
274,22897.9766265103,0.3112380347,1.2267151366,0.2113602599,9.1304700553,20.7497232552,13.3139831838
275,22918.7263497656,0.3282899081,1.2263375970,0.2110733803,9.1304628526,15.0004069393,19.0362354517
276,22933.7267567049,0.2924652365,1.2267038021,0.2113544045,9.1304699561,20.7498756312,13.2887643413
277,22954.4766323360,0.3102519098,1.2263268121,0.2110678093,9.1304627971,15.0002216168,19.0377721814
278,22969.4768539529,0.2729521968,1.2266919083,0.2113482490,9.1304698277,20.7499057974,13.2891541316
279,22990.2267597503,0.2914387091,1.2263154440,0.2110619230,9.1304626959,15.0016121270,19.0385630078
280,23005.2283718773,0.2526350994,1.2266810772,0.2113430479,9.1304697112,20.7484874874,13.2897818250
281,23025.9768593647,0.2718852772,1.2263035197,0.2110557391,9.1304625659,15.2188847234,19.0377158288
282,23041.1957440881,0.3310421687,1.2267299673,0.2113687090,9.1304701685,20.5328704430,13.3389085178
283,23061.7286145312,0.2515107063,1.2262929367,0.2110507266,9.1304624536,15.2477255052,18.8210687798
284,23076.9763400364,0.3289723398,1.2267257321,0.2113657198,9.1304701079,20.7269094416,13.5340927029
285,23097.7032494780,0.3339389109,1.2263431124,0.2110768101,9.1304628990,15.0233796452,18.8306888220
286,23112.7266291232,0.3109656364,1.2267149728,0.2113601754,9.1304700541,20.7497276571,13.3110173625
287,23133.4763567803,0.3280297188,1.2263374420,0.2110733003,9.1304628523,15.0004013484,19.0362738069
288,23148.4767581287,0.2921821800,1.2267036301,0.2113543155,9.1304699543,20.7498767511,13.2887682341
289,23169.2266348798,0.3099791232,1.2263266480,0.2110677244,9.1304627959,15.0002213874,19.0377868065
290,23184.2268562672,0.2726580290,1.2266917290,0.2113481563,9.1304698256,20.7499048847,13.2891608244
291,23204.9767611519,0.2911550991,1.2263152716,0.2110618336,9.1304626941,15.0017070167,19.0385717364
292,23219.9784681686,0.2523235307,1.2266810010,0.2113430372,9.1304697110,20.7483937279,13.2898005041
293,23240.7268618965,0.2715908543,1.2263033404,0.2110556463,9.1304625639,15.2221292324,19.0376285690
294,23255.9489911289,0.3324429719,1.2267304280,0.2113688480,9.1304701622,20.5297352576,13.3529272281
295,23276.4787263866,0.2511970734,1.2262928793,0.2110507305,9.1304624538,15.2476208897,18.8178407774
296,23291.7263472763,0.3287127879,1.2267255777,0.2113656403,9.1304701075,20.7297006825,13.5340187221
297,23312.4560479588,0.3351050644,1.2263435002,0.2110769291,9.1304628929,15.0205837449,18.8405018267
298,23327.4766317037,0.3106934828,1.2267148093,0.2113600910,9.1304700529,20.7497319347,13.3082341402
299,23348.2263636384,0.3277693963,1.2263372870,0.2110732204,9.1304628519,15.0003959040,19.0363112440
300,23363.2267595423,0.2918990723,1.2267034582,0.2113542266,9.1304699526,20.7498778455,13.2887722412
301,23383.9766373879,0.3097070832,1.2263264846,0.2110676400,9.1304627947,15.0002212716,19.0378012424
302,23398.9768586595,0.2723647674,1.2266915505,0.2113480642,9.1304698236,20.7499038813,13.2891674980
303,23419.7267625408,0.2908720775,1.2263150997,0.2110617446,9.1304626924,15.0018078196,19.0385803119
304,23434.7285703604,0.2520119981,1.2266809327,0.2113430326,9.1304697110,20.7482941611,13.2898199280
305,23455.4768645215,0.2712971839,1.2263031618,0.2110555540,9.1304625618,15.2251699112,19.0375353643
306,23470.7020344327,0.3337379585,1.2267308556,0.2113689777,9.1304701560,20.5268105834,13.3729385830
307,23491.2288450161,0.2508836051,1.2262928309,0.2110507414,9.1304624542,15.2475093128,18.8148171896
308,23506.4763543289,0.3284539052,1.2267254238,0.2113655611,9.1304701072,20.7323123847,13.5339369848
309,23527.2086667136,0.3361780861,1.2263438589,0.2110770399,9.1304628870,15.0179675306,18.8546962163
310,23542.2266342442,0.3104224616,1.2267146467,0.2113600072,9.1304700517,20.7497360797,13.3056304510
311,23562.9763703239,0.3275098150,1.2263371326,0.2110731407,9.1304628515,15.0003906178,19.0363476776
312,23577.9767609416,0.2916168132,1.2267032868,0.2113541380,9.1304699509,20.7498789263,13.2887763409
313,23598.7266398679,0.3094350379,1.2263263211,0.2110675554,9.1304627935,15.0002212747,19.0378155739
314,23613.7268611427,0.2720714865,1.2266913720,0.2113479720,9.1304698215,20.7499027776,13.2891741887
315,23634.4767639203,0.2905890097,1.2263149277,0.2110616554,9.1304626907,15.0019151304,19.0385887593
316,23649.4786790507,0.2516997667,1.2266808721,0.2113430340,9.1304697112,20.7481882012,13.2898401897
317,23670.2268672519,0.2710036142,1.2263029833,0.2110554617,9.1304625598,15.2280270192,19.0374356345
318,23685.4548942711,0.3349368631,1.2267312532,0.2113690987,9.1304701499,20.5240770003,13.3981865913
319,23705.9789712713,0.2505691345,1.2262927917,0.2110507594,9.1304624547,15.2473899544,18.8119778547
320,23721.2263612257,0.3281948093,1.2267252697,0.2113654818,9.1304701068,20.7347739606,13.5338468158
321,23741.9611351863,0.3371711122,1.2263441923,0.2110771432,9.1304628812,15.0155015775,18.8750222669
322,23756.9766367638,0.3101506019,1.2267144833,0.2113599228,9.1304700505,20.7497401097,13.3031769827
323,23777.7263768735,0.3272497890,1.2263369777,0.2110730608,9.1304628511,15.0003854594,19.0363833084
324,23792.7267623329,0.2913341851,1.2267031152,0.2113540492,9.1304699492,20.7498799900,13.2887805523
325,23813.4766423229,0.3091627214,1.2263261574,0.2110674708,9.1304627922,15.0002214023,19.0378298076
326,23828.4768637252,0.2717779246,1.2266911934,0.2113478797,9.1304698195,20.7499015650,13.2891809052
327,23849.2267652902,0.2903059891,1.2263147557,0.2110615662,9.1304626889,15.0020293439,19.0385970454
328,23864.2287946341,0.2513868441,1.2266808202,0.2113430422,9.1304697115,20.7480754673,13.2898613510
329,23884.9768701015,0.2707094364,1.2263028044,0.2110553692,9.1304625577,15.2307170568,19.0373290358
330,23900.2075871583,0.3360475927,1.2267316230,0.2113692118,9.1304701439,20.5215185336,13.4250770755
331,23920.7291056919,0.2502535053,1.2262927624,0.2110507852,9.1304624555,15.2472622838,18.8093063232
332,23935.9763679757,0.3279353862,1.2267251153,0.2113654023,9.1304701064,20.7370836688,13.5337477162
333,23956.7134516445,0.3380844082,1.2263445009,0.2110772394,9.1304628757,15.0131876077,18.9005360301
334,23971.7266392522,0.3098790664,1.2267143202,0.2113598387,9.1304700493,20.7497440286,13.3008753888
335,23992.4763832808,0.3269897855,1.2263368230,0.2110729809,9.1304628506,15.0003804332,19.0364181121
336,24007.4767637140,0.2910516332,1.2267029436,0.2113539604,9.1304699474,20.7498810331,13.2887848589
337,24028.2266447472,0.3088908024,1.2263259940,0.2110673863,9.1304627910,15.0002216600,19.0378438840
338,24043.2268664072,0.2714848051,1.2266910152,0.2113477878,9.1304698175,20.7499002458,13.2891876261
339,24063.9767666529,0.2900225724,1.2263145834,0.2110614768,9.1304626871,15.0021510800,19.0386052209
340,24078.9789177329,0.2510727234,1.2266807771,0.2113430573,9.1304697120,20.7479553434,13.2898834976
341,24099.7268730764,0.2704148617,1.2263026253,0.2110552765,9.1304625556,15.2332478368,19.0372149199
342,24114.9601209131,0.3370743192,1.2267319666,0.2113693173,9.1304701381,20.5191280548,13.4510359089
343,24135.4792489679,0.2499363252,1.2262927436,0.2110508194,9.1304624565,15.2471256224,18.8067948828
344,24150.7263745903,0.3276754052,1.2267249605,0.2113653226,9.1304701060,20.7392575513,13.5336390605
345,24171.4656321416,0.3389252007,1.2263447866,0.2110773289,9.1304628704,15.0110095777,18.9276147247
346,24186.4766417193,0.3096068142,1.2267141566,0.2113597542,9.1304700481,20.7497478549,13.2987096844
347,24207.2263895742,0.3267288429,1.2263366674,0.2110729006,9.1304628502,15.0003755161,19.0364522538
348,24222.2267650903,0.2907681441,1.2267027712,0.2113538712,9.1304699457,20.7498820685,13.2887892819
349,24242.9766471588,0.3086172976,1.2263258293,0.2110673010,9.1304627897,15.0002220566,19.0378579524
350,24257.9768692154,0.2711900192,1.2266908358,0.2113476951,9.1304698154,20.7498987946,13.2891944075
351,24278.7267680099,0.2897384990,1.2263144106,0.2110613872,9.1304626854,15.0022809665,19.0386132284
352,24293.7290489764,0.2507570449,1.2266807435,0.2113430800,9.1304697127,20.7478272062,13.2899067201
353,24314.4768761826,0.2701201214,1.2263024463,0.2110551841,9.1304625536,15.2356268556,19.0370926307
354,24329.7125030382,0.3380210593,1.2267322852,0.2113694157,9.1304701324,20.5168984196,13.4753959651
355,24350.2294014578,0.2496180157,1.2262927362,0.2110508625,9.1304624577,15.2469796062,18.8044360161
356,24365.4763810641,0.3274152849,1.2267248057,0.2113652429,9.1304701056,20.7412930724,13.5335204614
357,24386.2176741365,0.3396930025,1.2263450493,0.2110774116,9.1304628654,15.0089700220,18.9536562643
358,24401.2266441586,0.3093346097,1.2267139930,0.2113596698,9.1304700468,20.7497515708,13.2966823629
359,24421.9763957294,0.3264681555,1.2263365122,0.2110728205,9.1304628497,15.0003707263,19.0364855912
360,24436.9767664557,0.2904850019,1.2267025992,0.2113537822,9.1304699439,20.7498830808,13.2887937805
361,24457.7266495365,0.3083446582,1.2263256654,0.2110672162,9.1304627884,15.0002225965,19.0378718459
362,24472.7268721330,0.2708961437,1.2266906573,0.2113476031,9.1304698134,20.7498972229,13.2892011730
363,24493.4767693559,0.2894549230,1.2263142382,0.2110612978,9.1304626836,15.0024190210,19.0386210665
364,24508.4791883769,0.2504409472,1.2266807205,0.2113431109,9.1304697136,20.7476910492,13.2899309949
365,24529.2268794261,0.2698254662,1.2263022675,0.2110550917,9.1304625515,15.2378604010,19.0369621801
366,24544.4647398271,0.3388912894,1.2267325799,0.2113695072,9.1304701270,20.5148238550,13.4982131183
367,24564.9795636821,0.2492986493,1.2262927409,0.2110509150,9.1304624591,15.2468237171,18.8022235103
368,24580.2263873992,0.3271551534,1.2267246509,0.2113651632,9.1304701051,20.7431801441,13.5333914077
369,24600.9695675432,0.3403825464,1.2263452860,0.2110774860,9.1304628607,15.0070790321,18.9780897976
370,24615.9766465753,0.3090619129,1.2267138290,0.2113595852,9.1304700456,20.7497551832,13.2948035498
371,24636.7264017585,0.3262074210,1.2263363570,0.2110727404,9.1304628492,15.0003660533,19.0365181901
372,24651.7267678119,0.2902019028,1.2267024272,0.2113536932,9.1304699422,20.7498840778,13.2887983614
373,24672.4766518897,0.3080718649,1.2263255013,0.2110671314,9.1304627872,15.0002232879,19.0378856369
374,24687.4768751776,0.2706021525,1.2266904788,0.2113475110,9.1304698113,20.7498955162,13.2892079647
375,24708.2267706939,0.2891712725,1.2263140657,0.2110612084,9.1304626818,15.0025660171,19.0386287364
376,24723.2293367110,0.2501237809,1.2266807085,0.2113431504,9.1304697147,20.7475461044,13.2899564349
377,24743.9768828154,0.2695309197,1.2263020889,0.2110549995,9.1304625495,15.2399544061,19.0368227626
378,24759.2168372215,0.3396881291,1.2267328514,0.2113695919,9.1304701219,20.5128990870,13.5197033162
379,24779.7297363086,0.2489780625,1.2262927586,0.2110509778,9.1304624608,15.2466572939,18.8001515016
380,24794.9763936025,0.3268949392,1.2267244960,0.2113650835,9.1304701047,20.7448371058,13.5332512746
381,24815.7212307084,0.3409549946,1.2263454801,0.2110775457,9.1304628567,15.0054182516,19.0009087854
382,24830.7266489599,0.3087898659,1.2267136655,0.2113595008,9.1304700443,20.7497587155,13.2931548330
383,24851.4764076754,0.3259462274,1.2263362013,0.2110726600,9.1304628487,15.0003614860,19.0365501714
384,24866.4767691615,0.2899183584,1.2267022548,0.2113536040,9.1304699404,20.7498850591,13.2888030399
385,24887.2266542206,0.3077987152,1.2263253369,0.2110670463,9.1304627859,15.0002241401,19.0378993425
386,24902.2268783607,0.2703077640,1.2266903001,0.2113474189,9.1304698093,20.7498936666,13.2892147797
387,24922.9767720273,0.2888868631,1.2263138926,0.2110611186,9.1304626800,15.0027229374,19.0386362604
388,24937.9794949647,0.2498046723,1.2266807081,0.2113431991,9.1304697160,20.7473914026,13.2899832041
389,24958.7268863672,0.2692358978,1.2263019102,0.2110549072,9.1304625474,15.2419099053,19.0366734386
390,24973.9687962726,0.3404117506,1.2267330993,0.2113696696,9.1304701171,20.5111243316,13.5242620602
391,24994.4799206042,0.2486551519,1.2262927901,0.2110510514,9.1304624627,15.2464790928,18.7982191016
392,25009.7263996970,0.3266338614,1.2267243405,0.2113650033,9.1304701042,20.7461341100,13.5330989139
393,25030.4725338069,0.3413456979,1.2263456020,0.2110775778,9.1304628536,15.0041175213,19.0224915278
394,25045.4766513282,0.3085167021,1.2267135012,0.2113594160,9.1304700431,20.7497621545,13.2918661408
395,25066.2264134827,0.3256846201,1.2263360454,0.2110725795,9.1304628482,15.0003570217,19.0365815062
396,25081.2267705044,0.2896344169,1.2267020821,0.2113535147,9.1304699386,20.7498860237,13.2888077972
397,25101.9766565281,0.3075253707,1.2263251724,0.2110669612,9.1304627846,15.0002251610,19.0379129452
398,25116.9768816891,0.2700132003,1.2266901216,0.2113473269,9.1304698072,20.7498916622,13.2892216201
399,25137.7267733512,0.2886028103,1.2263137198,0.2110610290,9.1304626782,15.0028897903,19.0386435665
400,25152.7296631415,0.2494848074,1.2266807205,0.2113432578,9.1304697176,20.7472269454,13.2900112646
401,25173.4768900869,0.2689408384,1.2263017315,0.2110548151,9.1304625453,15.2436809939,19.0365141757
402,25188.7205710808,0.3410401537,1.2267333140,0.2113697362,9.1304701127,20.5095453233,13.5253963615
403,25209.2301164041,0.2483314040,1.2262928365,0.2110511367,9.1304624650,15.2462892518,18.7964721284
404,25224.4764056559,0.3263732465,1.2267241853,0.2113649235,9.1304701037,20.7470028676,13.5329343476
405,25245.2234085235,0.3415244287,1.2263456370,0.2110775760,9.1304628518,15.0032451412,19.0249046835
406,25260.2266536647,0.3082442631,1.2267133374,0.2113593315,9.1304700418,20.7497655011,13.2910056840
407,25280.9764191658,0.3254234499,1.2263358898,0.2110724992,9.1304628477,15.0003526710,19.0366121393
408,25295.9767718368,0.2893509872,1.2267019098,0.2113534255,9.1304699369,20.7498869744,13.2888126203
409,25316.7266588112,0.3072520121,1.2263250079,0.2110668761,9.1304627833,15.0002263592,19.0379264574
410,25331.7268851704,0.2697186236,1.2266899431,0.2113472349,9.1304698052,20.7498894973,13.2892284800
411,25352.4767746677,0.2883187304,1.2263135470,0.2110609394,9.1304626764,15.0030674965,19.0386506751
412,25367.4798421642,0.2491635604,1.2266807463,0.2113433269,9.1304697195,20.7470518188,13.2900407664
413,25388.2268939830,0.2686459046,1.2263015532,0.2110547232,9.1304625433,15.2451463240,19.0363440585
414,25403.4720403070,0.3415144008,1.2267334696,0.2113697810,9.1304701092,20.5082845988,13.5263389856
415,25423.9803249057,0.2480059645,1.2262928986,0.2110512343,9.1304624675,15.2460865926,18.7950321006
416,25439.2264114984,0.3261124700,1.2267240301,0.2113648435,9.1304701033,20.7475585978,13.5327564844
417,25459.9739700961,0.3415477884,1.2263456066,0.2110775480,9.1304628509,15.0026858849,19.0260344254
418,25474.9766559810,0.3079712378,1.2267131732,0.2113592467,9.1304700405,20.7497687731,13.2904583039
419,25495.7264247541,0.3251615304,1.2263357337,0.2110724186,9.1304628472,15.0003484103,19.0366422384
420,25510.7267731644,0.2890668609,1.2267017370,0.2113533360,9.1304699351,20.7498879077,13.2888175308
421,25531.4766610722,0.3069783888,1.2263248431,0.2110667908,9.1304627820,15.0002277456,19.0379398595
422,25546.4768888178,0.2694237769,1.2266897645,0.2113471430,9.1304698031,20.7498871627,13.2892353712
423,25567.2267759805,0.2880338811,1.2263133735,0.2110608494,9.1304626746,15.0032572292,19.0386576154
424,25582.2300332097,0.2488400633,1.2266807865,0.2113434075,9.1304697216,20.7468648709,13.2900718758
425,25602.9768980806,0.2683501278,1.2263013744,0.2110546310,9.1304625412,15.2461915936,19.0361619410
426,25618.2230896742,0.3417788997,1.2267335398,0.2113697929,9.1304701069,20.5074577058,13.5271392147
427,25638.7305473800,0.2476780928,1.2262929778,0.2110513454,9.1304624704,15.2458698598,18.7940134301
428,25653.9764172398,0.3258510033,1.2267238743,0.2113647633,9.1304701027,20.7479283891,13.5325641333
429,25674.7243456289,0.3414792828,1.2263455373,0.2110775043,9.1304628505,15.0023126440,19.0269743250
430,25689.7266582729,0.3076981777,1.2267130089,0.2113591619,9.1304700392,20.7497719572,13.2900968646
431,25710.4764302301,0.3248998502,1.2263355778,0.2110723381,9.1304628466,15.0003442530,19.0366716944
432,25725.4767744831,0.2887830255,1.2267015644,0.2113532468,9.1304699333,20.7498888284,13.2888224963
433,25746.2266633114,0.3067045135,1.2263246782,0.2110667055,9.1304627806,15.0002293302,19.0379531944
434,25761.2268926417,0.2691287173,1.2266895860,0.2113470511,9.1304698010,20.7498846432,13.2892422838
435,25781.9767772848,0.2877493479,1.2263132004,0.2110607596,9.1304626728,15.0034590681,19.0386643192
436,25796.9802363529,0.2485153976,1.2266808421,0.2113435001,9.1304697240,20.7466660263,13.2901045868
437,25817.7269023792,0.2680544821,1.2263011959,0.2110545391,9.1304625391,15.2468625303,19.0359677077
438,25832.9737649096,0.3418583854,1.2267335330,0.2113697743,9.1304701057,20.5070192461,13.5278265271
439,25853.4807841557,0.2473485268,1.2262930750,0.2110514707,9.1304624736,15.2456387098,18.7933704109
440,25868.7264228655,0.3255896794,1.2267237187,0.2113646832,9.1304701022,20.7481908681,13.5323568916
441,25889.4746137337,0.3413572086,1.2263454448,0.2110774511,9.1304628504,15.0020468120,19.0277722908
442,25904.4766605457,0.3074244792,1.2267128441,0.2113590768,9.1304700379,20.7497750727,13.2898427918
443,25925.2264356184,0.3246373856,1.2263354212,0.2110722573,9.1304628461,15.0003401797,19.0367006634
444,25940.2267757981,0.2884983739,1.2267013911,0.2113531571,9.1304699315,20.7498897306,13.2888275522
445,25960.9766655286,0.3064304601,1.2263245131,0.2110666201,9.1304627793,15.0002311248,19.0379664172
446,25975.9768966534,0.2688334550,1.2266894076,0.2113469594,9.1304697990,20.7498819317,13.2892492237
447,25996.7267785851,0.2874642477,1.2263130268,0.2110606696,9.1304626710,15.0036744676,19.0386708127
448,26011.7304530527,0.2481884269,1.2266809141,0.2113436057,9.1304697267,20.7464538417,13.2901391190
449,26032.4769068944,0.2677587837,1.2263010177,0.2110544473,9.1304625371,15.2472988406,19.0357599126
450,26047.7242057350,0.3418221585,1.2267334775,0.2113697362,9.1304701051,20.5068309851,13.5284245286
451,26068.2310367201,0.2470164078,1.2262931917,0.2110516113,9.1304624772,15.2453916731,18.7929635317
452,26083.4764283932,0.3253278497,1.2267235627,0.2113646028,9.1304701017,20.7483870064,13.5321333640
453,26104.2248153996,0.3412023832,1.2263453384,0.2110773923,9.1304628504,15.0018473940,19.0284583522
454,26119.2266627936,0.3071508744,1.2267126794,0.2113589918,9.1304700366,20.7497781120,13.2896550565
455,26139.9764409056,0.3243749326,1.2263352647,0.2110721765,9.1304628455,15.0003361998,19.0367290695
456,26154.9767771054,0.2882138424,1.2267012180,0.2113530675,9.1304699297,20.7498906190,13.2888326594
457,26175.7266677245,0.3061561907,1.2263243479,0.2110665346,9.1304627780,15.0002331412,19.0379795649
458,26190.7269008657,0.2685379707,1.2266892292,0.2113468677,9.1304697969,20.7498790148,13.2892561934
459,26211.4767798805,0.2871788104,1.2263128529,0.2110605794,9.1304626692,15.0039042089,19.0386770789
460,26226.4806840894,0.2478592405,1.2266810039,0.2113437253,9.1304697298,20.7462275659,13.2901755830
461,26247.2269116553,0.2674621143,1.2263008389,0.2110543554,9.1304625350,15.2476009523,19.0355378136
462,26262.4745126075,0.3417190177,1.2267333931,0.2113696865,9.1304701049,20.5067941292,13.5289518950
463,26282.9813067367,0.2466808835,1.2262933294,0.2110517687,9.1304624813,15.2451270988,18.7926925072
464,26298.2264338355,0.3250650443,1.2267234059,0.2113645221,9.1304701011,20.7485403767,13.5318919599
465,26318.9749742123,0.3410255432,1.2263452223,0.2110773294,9.1304628506,15.0016908134,19.0290576194
466,26333.9766650256,0.3068763213,1.2267125141,0.2113589064,9.1304700353,20.7497810871,13.2895101275
467,26354.7264461127,0.3241115904,1.2263351076,0.2110720954,9.1304628449,15.0003322975,19.0367570239
468,26369.7267784102,0.2879283769,1.2267010442,0.2113529775,9.1304699279,20.7498914933,13.2888378469
469,26390.4766699035,0.3058811620,1.2263241821,0.2110664489,9.1304627766,15.0002353974,19.0379926471
470,26405.4769053009,0.2682416632,1.2266890505,0.2113467758,9.1304697949,20.7498758710,13.2892632092
471,26426.2267811719,0.2868929302,1.2263126788,0.2110604891,9.1304626673,15.0041493514,19.0386830975
472,26441.2309305233,0.2475275879,1.2266811127,0.2113438599,9.1304697333,20.7459861327,13.2902141171
473,26461.9769166559,0.2671658047,1.2263006608,0.2110542639,9.1304625329,15.2478216316,19.0353002834
474,26477.2247382875,0.3415761407,1.2267332920,0.2113696300,9.1304701049,20.5068553865,13.5294189555
475,26497.7315936741,0.2463438359,1.2262934893,0.2110519433,9.1304624857,15.2448454889,18.7925044679
476,26512.9764391629,0.3248028471,1.2267232497,0.2113644417,9.1304701006,20.7486635036,13.5316330404
477,26533.7251026665,0.3408344060,1.2263451003,0.2110772642,9.1304628508,15.0015645617,19.0295834301
478,26548.7266672282,0.3066025176,1.2267123493,0.2113588214,9.1304700339,20.7497839847,13.2893954185
479,26569.4764512129,0.3238488658,1.2263349510,0.2110720146,9.1304628443,15.0003284923,19.0367843835
480,26584.4767797052,0.2876436263,1.2267008710,0.2113528879,9.1304699261,20.7498923506,13.2888430732
481,26605.2266720558,0.3056066735,1.2263240168,0.2110663633,9.1304627752,15.0002378959,19.0380056138
482,26620.2269099517,0.2679459463,1.2266888725,0.2113466845,9.1304697928,20.7498725043,13.2892702374
483,26640.9767824560,0.2866074099,1.2263125049,0.2110603989,9.1304626655,15.0044102442,19.0386888368
484,26655.9811927002,0.2471941983,1.2266812416,0.2113440102,9.1304697371,20.7457292245,13.2902547705
485,26676.7269219247,0.2668691164,1.2263004826,0.2110541723,9.1304625309,15.2479908839,19.0350470378
486,26691.9749128085,0.3414076766,1.2267331797,0.2113695688,9.1304701050,20.5069870115,13.5298368474
487,26712.4818998201,0.2460037397,1.2262936730,0.2110521367,9.1304624907,15.2445445790,18.7923696864
488,26727.7264443991,0.3245402650,1.2267230932,0.2113643611,9.1304701000,20.7487652828,13.5313544627
489,26748.4752096819,0.3406324360,1.2263449735,0.2110771969,9.1304628511,15.0014597278,19.0300507659
490,26763.4766694097,0.3063284866,1.2267121844,0.2113587363,9.1304700326,20.7497868150,13.2893020762
491,26784.2264562247,0.3235859688,1.2263347943,0.2110719337,9.1304628437,15.0003247701,19.0368112625
492,26799.2267809948,0.2873587153,1.2267006976,0.2113527982,9.1304699243,20.7498931928,13.2888483608
493,26819.9766741876,0.3053319846,1.2263238513,0.2110662777,9.1304627739,15.0002406569,19.0380184920
494,26834.9769148445,0.2676500268,1.2266886945,0.2113465932,9.1304697908,20.7498688892,13.2892772942
495,26855.7267837336,0.2863221215,1.2263123312,0.2110603088,9.1304626637,15.0046880081,19.0386942797
496,26870.7314717418,0.2468587756,1.2266813920,0.2113441773,9.1304697414,20.7454557193,13.2902977043
497,26891.4769274611,0.2665729903,1.2263003052,0.2110540813,9.1304625288,15.2481248844,19.0347769063
498,26906.7250523455,0.3412224406,1.2267330604,0.2113695049,9.1304701052,20.5071729518,13.5302120063
499,26927.2322252974,0.2456616267,1.2262938818,0.2110523498,9.1304624961,15.2442242308,18.7922719618
500,26942.4764495281,0.3242782589,1.2267229372,0.2113642807,9.1304700994,20.7488511057,13.5310560043
501,26963.2253006338,0.3404223654,1.2263448431,0.2110771281,9.1304628514,15.0013709366,19.0304692224
502,26978.2266715704,0.3060542368,1.2267120192,0.2113586510,9.1304700313,20.7497895802,13.2892247177
503,26998.9764611506,0.3233229107,1.2263346374,0.2110718527,9.1304628430,15.0003211284,19.0368376612
504,27013.9767822790,0.2870737042,1.2267005241,0.2113527084,9.1304699224,20.7498940186,13.2888536979
505,27034.7266762975,0.3050573115,1.2263236858,0.2110661920,9.1304627725,15.0002436929,19.0380312709
506,27049.7269199905,0.2673541622,1.2266885169,0.2113465021,9.1304697887,20.7498650192,13.2892843830
507,27070.4767850096,0.2860361073,1.2263121568,0.2110602184,9.1304626618,15.0049847519,19.0386994736
508,27085.4817697615,0.2465200154,1.2266815656,0.2113443628,9.1304697461,20.7451635475,13.2903432378
509,27106.2269333091,0.2662760588,1.2263001275,0.2110539901,9.1304625267,15.2482343398,19.0344878320
510,27121.4751676489,0.3410245541,1.2267329353,0.2113694385,9.1304701055,20.5074057863,13.5305523098
511,27141.9825734351,0.2453152346,1.2262941184,0.2110525848,9.1304625020,15.2438811498,18.7922009755
512,27157.2264545849,0.3240151912,1.2267227803,0.2113641999,9.1304700988,20.7489246554,13.5307345333
513,27177.9753792403,0.3402059465,1.2263447098,0.2110770581,9.1304628518,15.0012944706,19.0308465787
514,27192.9766737108,0.3057797400,1.2267118539,0.2113585656,9.1304700299,20.7497922891,13.2891596305
515,27213.7264660000,0.3230593193,1.2263344801,0.2110717715,9.1304628424,15.0003175601,19.0368636514
516,27228.7267835601,0.2867881735,1.2267003502,0.2113526184,9.1304699206,20.7498948252,13.2888591047
517,27249.4766783853,0.3047827535,1.2263235204,0.2110661065,9.1304627711,15.0002470191,19.0380439411
518,27264.4769254043,0.2670584269,1.2266883397,0.2113464113,9.1304697867,20.7498608730,13.2892914973
519,27285.2267862773,0.2857509401,1.2263119833,0.2110601284,9.1304626600,15.0053001250,19.0387043064
520,27300.2320864023,0.2461795033,1.2266817636,0.2113445673,9.1304697513,20.7448530475,13.2903913012
521,27320.9769394498,0.2659801996,1.2262999509,0.2110538998,9.1304625247,15.2483250516,19.0341800910
522,27336.2252645013,0.3408184004,1.2267328070,0.2113693708,9.1304701058,20.5076784897,13.5308607228
523,27356.7329429911,0.2449669828,1.2262943833,0.2110528419,9.1304625085,15.2435165382,18.7921507498
524,27371.9764595293,0.3237532994,1.2267226243,0.2113641196,9.1304700982,20.7489882463,13.5303910739
525,27392.7254477756,0.3399855960,1.2263445753,0.2110769877,9.1304628521,15.0012280448,19.0311872604
526,27407.7266758204,0.3055064017,1.2267116894,0.2113584807,9.1304700286,20.7497949268,13.2891044649
527,27428.4764707472,0.3227967367,1.2263343236,0.2110716907,9.1304628417,15.0003140838,19.0368890885
528,27443.4767848311,0.2865037584,1.2267001772,0.2113525288,9.1304699188,20.7498956196,13.2888645276
529,27464.2266804506,0.3045083697,1.2263233551,0.2110660209,9.1304627697,15.0002506504,19.0380565415
530,27479.2269311011,0.2667629144,1.2266881628,0.2113463208,9.1304697846,20.7498564419,13.2892986384
531,27499.9767875429,0.2854653003,1.2263118092,0.2110600380,9.1304626581,15.0056368025,19.0387088579
532,27514.9824243455,0.2458355132,1.2266819880,0.2113447927,9.1304697570,20.7445215938,13.2904423024
533,27535.7269459393,0.2656836464,1.2262997741,0.2110538093,9.1304625227,15.2484018585,19.0338510903
534,27550.9753477978,0.3406049939,1.2267326752,0.2113693017,9.1304701061,20.5079905876,13.5311430418
535,27571.4833383855,0.2446138965,1.2262946800,0.2110531243,9.1304625157,15.2431260204,18.7921169656
